"species","date1","date2","d","t1","t2","id","svl1","svl2","dsvl","sex","pop"
"Pelobates cultripes","26/05/2023","13/02/2024",263,145,408,"PC091316",78,84,6,"Female","Laguna"
"Pelobates cultripes","30/05/2023","14/02/2024",260,149,409,"PC091317",49,73,24,"Male","Laguna"
"Pelobates cultripes","05/09/2023","25/01/2024",142,247,389,"PC091318",92,94,2,"Male","Laguna"
"Pelobates cultripes","25/01/2024","01/02/2024",7,24,31,"PC091318",94,94,0,"Male","Laguna"
"Pleurodeles waltl","22/04/2018","18/05/2021",1122,111,1233,"PW_unknown1",116,116,0,"Female","Laguna"
"Pleurodeles waltl","18/05/2021","31/03/2022",317,137,454,"PW_unknown1",116,112,-4,"Female","Laguna"
"Pleurodeles waltl","11/07/2018","03/05/2022",1392,191,1583,"PW_unknown3",115,110,-5,"Female","Laguna"
"Pleurodeles waltl","03/05/2022","26/05/2023",388,122,510,"PW_unknown3",110,116,6,"Female","Laguna"
"Pleurodeles waltl","26/05/2023","19/10/2023",146,145,291,"PW_unknown3",116,116,0,"Female","Laguna"
"Pleurodeles waltl","26/03/2013","22/04/2018",1853,84,1937,"PW090015",112,106,-6,"Female","Laguna"
"Pleurodeles waltl","22/04/2018","07/04/2022",1446,111,1557,"PW090015",106,108,2,"Female","Laguna"
"Pleurodeles waltl","09/03/2018","24/11/2022",1721,67,1788,"PW090023",98,105,7,"Male","Laguna"
"Pleurodeles waltl","24/11/2022","19/10/2023",329,327,656,"PW090023",105,106,1,"Male","Laguna"
"Pleurodeles waltl","19/10/2023","16/05/2024",210,291,501,"PW090023",106,104,-2,"Male","Laguna"
"Pleurodeles waltl","11/07/2018","31/03/2022",1359,191,1550,"PW090037",116,112,-4,"Female","Laguna"
"Pleurodeles waltl","24/03/2022","07/04/2022",14,82,96,"PW090040",100,100,0,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","26/04/2022",2192,115,2307,"PW090059",120,101,-19,"Male","Laguna"
"Pleurodeles waltl","26/04/2022","07/06/2022",42,115,157,"PW090059",101,110,9,"Male","Laguna"
"Pleurodeles waltl","07/06/2022","26/05/2023",353,157,510,"PW090059",110,110,0,"Male","Laguna"
"Pleurodeles waltl","06/06/2018","19/10/2023",1961,156,2117,"PW090098",98,103,5,"Male","Laguna"
"Pleurodeles waltl","10/05/2023","19/10/2023",162,129,291,"PW090142",96,94,-2,"Female","Laguna"
"Pleurodeles waltl","15/06/2017","07/06/2018",357,165,522,"PW090153",115,105,-10,"Male","Gravera"
"Pleurodeles waltl","07/06/2018","21/06/2021",1110,157,1267,"PW090159",104,105,1,"Male","Gravera"
"Pleurodeles waltl","21/06/2021","02/06/2022",346,171,517,"PW090159",105,104,-1,"Male","Gravera"
"Pleurodeles waltl","02/06/2022","08/06/2023",371,152,523,"PW090159",104,105,1,"Male","Gravera"
"Pleurodeles waltl","08/06/2023","19/10/2023",133,158,291,"PW090159",105,105,0,"Male","Gravera"
"Pleurodeles waltl","16/01/2013","29/03/2016",1168,15,1183,"PW090216",113,113,0,"Male","Laguna"
"Pleurodeles waltl","29/03/2016","04/04/2018",736,88,824,"PW090216",113,98,-15,"Male","Laguna"
"Pleurodeles waltl","18/01/2013","11/03/2015",782,17,799,"PW090232",104,117,13,"Male","Laguna"
"Pleurodeles waltl","11/03/2015","25/04/2016",411,69,480,"PW090232",117,117,0,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","26/03/2013",69,15,84,"PW090241",100,101,1,"Male","Laguna"
"Pleurodeles waltl","21/04/2018","26/04/2022",1466,110,1576,"PW090242",110,115,5,"Female","Laguna"
"Pleurodeles waltl","26/04/2022","14/06/2022",49,115,164,"PW090242",115,115,0,"Female","Laguna"
"Pleurodeles waltl","14/06/2022","26/05/2023",346,164,510,"PW090242",115,115,0,"Female","Laguna"
"Pleurodeles waltl","26/03/2013","11/03/2015",715,84,799,"PW090244",106,113,7,"Male","Laguna"
"Pleurodeles waltl","11/03/2015","28/04/2021",2240,69,2309,"PW090244",113,105,-8,"Male","Laguna"
"Pleurodeles waltl","28/04/2021","30/04/2021",2,117,119,"PW090244",105,101,-4,"Male","Laguna"
"Pleurodeles waltl","30/04/2021","14/06/2022",410,119,529,"PW090244",101,110,9,"Male","Laguna"
"Pleurodeles waltl","14/06/2022","26/10/2023",499,164,663,"PW090244",110,108,-2,"Male","Laguna"
"Pleurodeles waltl","31/03/2022","07/04/2022",7,89,96,"PW090254",95,95,0,"Male","Laguna"
"Pleurodeles waltl","15/06/2017","19/04/2018",308,165,473,"PW090256",135,123,-12,"Female","Gravera"
"Pleurodeles waltl","30/03/2016","12/03/2018",712,89,801,"PW090259",122,110,-12,"Female","Laguna"
"Pleurodeles waltl","11/03/2021","13/03/2021",2,69,71,"PW090261",120,118,-2,"Female","Laguna"
"Pleurodeles waltl","13/03/2021","28/04/2021",46,71,117,"PW090261",118,120,2,"Female","Laguna"
"Pleurodeles waltl","28/04/2021","07/04/2022",344,117,461,"PW090261",120,117,-3,"Female","Laguna"
"Pleurodeles waltl","16/01/2013","18/01/2013",2,15,17,"PW090264",114,100,-14,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","13/12/2022",2423,115,2538,"PW090266",113,108,-5,"Male","Laguna"
"Pleurodeles waltl","14/06/2018","24/03/2022",1379,164,1543,"PW090267",116,117,1,"Female","Laguna"
"Pleurodeles waltl","24/03/2022","31/03/2022",7,82,89,"PW090267",117,115,-2,"Female","Laguna"
"Pleurodeles waltl","12/04/2021","28/04/2021",16,101,117,"PW090268",100,100,0,"Male","Laguna"
"Pleurodeles waltl","28/04/2021","30/04/2021",2,117,119,"PW090268",100,100,0,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","04/04/2018",709,115,824,"PW090275",135,119,-16,"Female","Laguna"
"Pleurodeles waltl","04/04/2018","21/04/2018",17,93,110,"PW090275",119,123,4,"Female","Laguna"
"Pleurodeles waltl","21/04/2018","18/05/2018",27,110,137,"PW090275",123,124,1,"Female","Laguna"
"Pleurodeles waltl","18/05/2018","31/03/2022",1413,137,1550,"PW090275",124,123,-1,"Female","Laguna"
"Pleurodeles waltl","31/03/2022","10/05/2023",405,89,494,"PW090275",123,126,3,"Female","Laguna"
"Pleurodeles waltl","26/03/2013","28/04/2021",2955,84,3039,"PW090277",123,110,-13,"Male","Laguna"
"Pleurodeles waltl","28/04/2021","10/05/2021",12,117,129,"PW090277",110,113,3,"Male","Laguna"
"Pleurodeles waltl","10/05/2021","18/05/2021",8,129,137,"PW090277",113,105,-8,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","11/07/2018",807,115,922,"PW090285",125,116,-9,"Male","Laguna"
"Pleurodeles waltl","11/07/2018","08/03/2021",971,191,1162,"PW090285",116,115,-1,"Male","Laguna"
"Pleurodeles waltl","08/03/2021","15/03/2021",7,66,73,"PW090285",115,113,-2,"Male","Laguna"
"Pleurodeles waltl","29/03/2016","26/04/2022",2219,88,2307,"PW090289",123,115,-8,"Male","Laguna"
"Pleurodeles waltl","26/04/2022","25/04/2023",364,115,479,"PW090289",115,115,0,"Male","Laguna"
"Pleurodeles waltl","29/03/2016","12/03/2018",713,88,801,"PW090296",114,109,-5,"Female","Laguna"
"Pleurodeles waltl","12/03/2018","07/03/2023",1821,70,1891,"PW090296",109,115,6,"Female","Laguna"
"Pleurodeles waltl","16/01/2013","26/03/2013",69,15,84,"PW090301",110,107,-3,"Male","Laguna"
"Pleurodeles waltl","25/04/2022","21/09/2023",514,114,628,"PW090302",110,110,0,"Female","Laguna"
"Pleurodeles waltl","17/01/2013","20/04/2018",1919,16,1935,"PW090320",112,100,-12,"Male","Laguna"
"Pleurodeles waltl","20/04/2018","10/05/2021",1116,109,1225,"PW090320",100,100,0,"Male","Laguna"
"Pleurodeles waltl","10/05/2021","18/05/2021",8,129,137,"PW090320",100,100,0,"Male","Laguna"
"Pleurodeles waltl","25/04/2022","26/10/2023",549,114,663,"PW090330",110,116,6,"Female","Laguna"
"Pleurodeles waltl","19/10/2023","26/10/2023",7,291,298,"PW090331",108,105,-3,"Male","Laguna"
"Pleurodeles waltl","22/04/2018","25/04/2022",1464,111,1575,"PW090333",105,107,2,"Female","Laguna"
"Pleurodeles waltl","25/04/2022","07/06/2022",43,114,157,"PW090333",107,117,10,"Female","Laguna"
"Pleurodeles waltl","16/01/2013","17/01/2013",1,15,16,"PW090340",107,107,0,"Male","Laguna"
"Pleurodeles waltl","17/04/2015","29/03/2016",347,106,453,"PW090342",116,108,-8,"Male","Laguna"
"Pleurodeles waltl","18/01/2013","11/03/2015",782,17,799,"PW090354",100,115,15,"Female","Laguna"
"Pleurodeles waltl","26/03/2013","03/05/2021",2960,84,3044,"PW090376",107,113,6,"Female","Laguna"
"Pleurodeles waltl","08/03/2013","06/06/2018",1916,66,1982,"PW090378",101,110,9,"Female","Laguna"
"Pleurodeles waltl","06/06/2018","18/05/2021",1077,156,1233,"PW090378",110,105,-5,"Female","Laguna"
"Pleurodeles waltl","18/05/2021","28/03/2022",314,137,451,"PW090378",105,105,0,"Female","Laguna"
"Pleurodeles waltl","26/03/2013","11/03/2015",715,84,799,"PW090385",117,123,6,"Male","Laguna"
"Pleurodeles waltl","11/03/2015","09/03/2018",1094,69,1163,"PW090389",122,109,-13,"Male","Laguna"
"Pleurodeles waltl","09/03/2018","04/05/2018",56,67,123,"PW090389",109,100,-9,"Male","Laguna"
"Pleurodeles waltl","04/05/2018","07/04/2022",1434,123,1557,"PW090389",100,104,4,"Male","Laguna"
"Pleurodeles waltl","07/04/2022","13/12/2022",250,96,346,"PW090389",104,106,2,"Male","Laguna"
"Pleurodeles waltl","24/03/2022","26/10/2023",581,82,663,"PW090393",112,115,3,"Female","Laguna"
"Pleurodeles waltl","11/03/2015","25/04/2022",2602,69,2671,"PW090405",108,105,-3,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","17/01/2013",1,15,16,"PW090417",106,105,-1,"Male","Laguna"
"Pleurodeles waltl","17/01/2013","18/01/2013",1,16,17,"PW090417",105,98,-7,"Male","Laguna"
"Pleurodeles waltl","24/09/2021","14/03/2022",171,266,437,"PW090457",106,100,-6,"Male","Gravera"
"Pleurodeles waltl","16/06/2015","07/06/2018",1087,166,1253,"PW090475",135,123,-12,"Female","Gravera"
"Pleurodeles waltl","16/01/2013","18/01/2013",2,15,17,"PW090492",107,98,-9,"Male","Laguna"
"Pleurodeles waltl","18/01/2013","26/03/2013",67,17,84,"PW090500",100,111,11,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","29/03/2016",1099,84,1183,"PW090500",111,110,-1,"Male","Laguna"
"Pleurodeles waltl","29/03/2016","31/03/2021",1828,88,1916,"PW090500",110,100,-10,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","11/03/2015",715,84,799,"PW090514",115,118,3,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","26/04/2022",2192,115,2307,"PW090517",108,97,-11,"Male","Laguna"
"Pleurodeles waltl","26/04/2022","03/05/2022",7,115,122,"PW090517",97,95,-2,"Male","Laguna"
"Pleurodeles waltl","03/05/2022","09/05/2022",6,122,128,"PW090517",95,95,0,"Male","Laguna"
"Pleurodeles waltl","09/05/2022","08/11/2022",183,128,311,"PW090517",95,95,0,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","29/03/2016",1099,84,1183,"PW090519",110,110,0,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","18/05/2018",1879,84,1963,"PW090525",100,96,-4,"Male","Laguna"
"Pleurodeles waltl","18/05/2018","14/12/2020",941,137,1078,"PW090525",96,95,-1,"Male","Laguna"
"Pleurodeles waltl","14/12/2020","12/04/2021",119,348,467,"PW090525",95,95,0,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","18/01/2013",2,15,17,"PW090533",116,102,-14,"Male","Laguna"
"Pleurodeles waltl","18/01/2013","25/04/2016",1193,17,1210,"PW090533",102,117,15,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","17/01/2013",1,15,16,"PW090550",108,118,10,"Male","Laguna"
"Pleurodeles waltl","17/01/2013","26/03/2013",68,16,84,"PW090550",118,113,-5,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","30/03/2016",1100,84,1184,"PW090550",113,115,2,"Male","Laguna"
"Pleurodeles waltl","11/03/2018","26/05/2023",1902,69,1971,"PW090559",103,110,7,"Male","Laguna"
"Pleurodeles waltl","26/05/2023","19/10/2023",146,145,291,"PW090559",110,109,-1,"Male","Laguna"
"Pleurodeles waltl","09/03/2018","07/06/2022",1551,67,1618,"PW090560",97,102,5,"Male","Laguna"
"Pleurodeles waltl","07/06/2022","16/05/2024",709,157,866,"PW090560",102,104,2,"Male","Laguna"
"Pleurodeles waltl","11/03/2015","20/04/2018",1136,69,1205,"PW090561",120,106,-14,"Male","Laguna"
"Pleurodeles waltl","15/06/2017","09/03/2018",267,165,432,"PW090593",118,105,-13,"Female","Gravera"
"Pleurodeles waltl","18/01/2013","26/03/2013",67,17,84,"PW090595",91,100,9,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","09/03/2018",1809,84,1893,"PW090604",127,124,-3,"Female","Laguna"
"Pleurodeles waltl","09/03/2018","21/04/2018",43,67,110,"PW090604",124,115,-9,"Female","Laguna"
"Pleurodeles waltl","25/04/2016","06/06/2018",772,115,887,"PW090612",117,104,-13,"Male","Laguna"
"Pleurodeles waltl","14/06/2017","19/04/2018",309,164,473,"PW090614",128,127,-1,"Female","Gravera"
"Pleurodeles waltl","08/03/2013","04/05/2018",1883,66,1949,"PW090630",104,112,8,"Female","Gravera"
"Pleurodeles waltl","21/06/2021","29/06/2021",8,171,179,"PW090632",90,95,5,"Male","Gravera"
"Pleurodeles waltl","19/04/2018","03/05/2021",1110,108,1218,"PW090634",113,112,-1,"Male","Gravera"
"Pleurodeles waltl","22/05/2014","16/06/2015",390,141,531,"PW090635",105,115,10,"Male","Gravera"
"Pleurodeles waltl","16/06/2015","15/06/2018",1095,166,1261,"PW090635",115,110,-5,"Male","Gravera"
"Pleurodeles waltl","24/11/2022","19/10/2023",329,327,656,"PW090656",106,105,-1,"Male","Laguna"
"Pleurodeles waltl","17/06/2015","07/06/2018",1086,167,1253,"PW090659",136,126,-10,"Female","Gravera"
"Pleurodeles waltl","11/03/2015","07/04/2022",2584,69,2653,"PW090696",114,100,-14,"Male","Laguna"
"Pleurodeles waltl","07/04/2022","24/11/2022",231,96,327,"PW090696",100,107,7,"Male","Laguna"
"Pleurodeles waltl","24/11/2022","19/10/2023",329,327,656,"PW090696",107,106,-1,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","17/01/2013",1,15,16,"PW090697",98,100,2,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","26/03/2013",69,15,84,"PW090700",104,101,-3,"Male","Laguna"
"Pleurodeles waltl","30/03/2016","20/04/2018",751,89,840,"PW090702",109,97,-12,"Male","Laguna"
"Pleurodeles waltl","20/04/2018","10/05/2021",1116,109,1225,"PW090702",97,96,-1,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","17/01/2013",1,15,16,"PW090706",115,113,-2,"Male","Laguna"
"Pleurodeles waltl","17/01/2013","06/06/2018",1966,16,1982,"PW090706",113,103,-10,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","18/05/2021",3044,15,3059,"PW090707",105,105,0,"Male","Laguna"
"Pleurodeles waltl","18/05/2021","07/04/2022",324,137,461,"PW090707",105,103,-2,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","17/01/2013",1,15,16,"PW090708",125,120,-5,"Female","Laguna"
"Pleurodeles waltl","16/01/2013","28/03/2022",3358,15,3373,"PW090709",95,93,-2,"Male","Laguna"
"Pleurodeles waltl","28/03/2022","26/10/2023",577,86,663,"PW090709",93,100,7,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","28/03/2022",3358,15,3373,"PW090712",102,100,-2,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","17/04/2015",821,15,836,"PW090713",109,115,6,"Male","Laguna"
"Pleurodeles waltl","16/01/2013","17/01/2013",1,15,16,"PW090717",109,107,-2,"Male","Laguna"
"Pleurodeles waltl","17/01/2013","26/03/2013",68,16,84,"PW090717",107,106,-1,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","06/06/2018",1898,84,1982,"PW090717",106,108,2,"Male","Laguna"
"Pleurodeles waltl","17/01/2013","11/03/2015",783,16,799,"PW090720",108,111,3,"Male","Laguna"
"Pleurodeles waltl","17/01/2013","06/06/2018",1966,16,1982,"PW090722",78,105,27,"Female","Laguna"
"Pleurodeles waltl","17/01/2013","25/04/2016",1194,16,1210,"PW090724",110,113,3,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","14/06/2018",780,115,895,"PW090724",113,109,-4,"Male","Laguna"
"Pleurodeles waltl","18/01/2013","17/04/2015",819,17,836,"PW090729",92,110,18,"Male","Laguna"
"Pleurodeles waltl","17/04/2015","24/03/2022",2533,106,2639,"PW090729",110,105,-5,"Male","Laguna"
"Pleurodeles waltl","24/03/2022","07/04/2022",14,82,96,"PW090729",105,103,-2,"Male","Laguna"
"Pleurodeles waltl","18/01/2013","18/05/2021",3042,17,3059,"PW090730",98,105,7,"Male","Laguna"
"Pleurodeles waltl","18/01/2013","06/06/2018",1965,17,1982,"PW090732",90,100,10,"Male","Laguna"
"Pleurodeles waltl","18/01/2013","31/03/2022",3359,17,3376,"PW090733",113,118,5,"Female","Laguna"
"Pleurodeles waltl","18/01/2013","31/03/2022",3359,17,3376,"PW090734",99,113,14,"Female","Laguna"
"Pleurodeles waltl","31/03/2022","10/05/2023",405,89,494,"PW090734",113,121,8,"Female","Laguna"
"Pleurodeles waltl","08/03/2013","17/06/2015",831,66,897,"PW090741",117,132,15,"Female","Gravera"
"Pleurodeles waltl","17/06/2015","21/06/2021",2196,167,2363,"PW090741",132,120,-12,"Female","Gravera"
"Pleurodeles waltl","08/03/2013","11/03/2015",733,66,799,"PW090746",92,115,23,"Male","Laguna"
"Pleurodeles waltl","08/03/2013","07/04/2022",3317,66,3383,"PW090747",93,105,12,"Female","Laguna"
"Pleurodeles waltl","07/04/2022","07/06/2022",61,96,157,"PW090747",105,113,8,"Female","Laguna"
"Pleurodeles waltl","07/06/2022","16/05/2024",709,157,866,"PW090747",113,111,-2,"Female","Laguna"
"Pleurodeles waltl","08/03/2013","25/04/2016",1144,66,1210,"PW090748",96,111,15,"Female","Laguna"
"Pleurodeles waltl","25/04/2016","21/04/2018",726,115,841,"PW090748",111,101,-10,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","25/04/2016",1127,83,1210,"PW090750",122,123,1,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","06/06/2018",1899,83,1982,"PW090751",102,99,-3,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","30/03/2016",1101,83,1184,"PW090755",95,107,12,"Juvenile","Laguna"
"Pleurodeles waltl","25/03/2013","17/04/2015",753,83,836,"PW090756",93,103,10,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","25/04/2016",1127,83,1210,"PW090758",103,112,9,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","25/04/2016",1127,83,1210,"PW090760",103,108,5,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","14/03/2022",2149,115,2264,"PW090760",108,100,-8,"Male","Laguna"
"Pleurodeles waltl","14/03/2022","16/05/2024",794,72,866,"PW090760",100,105,5,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","26/03/2013",1,83,84,"PW090766",115,115,0,"Female","Laguna"
"Pleurodeles waltl","26/03/2013","11/03/2015",715,84,799,"PW090766",115,120,5,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","11/03/2015",716,83,799,"PW090767",120,125,5,"Female","Laguna"
"Pleurodeles waltl","11/03/2015","10/05/2021",2252,69,2321,"PW090767",125,116,-9,"Female","Laguna"
"Pleurodeles waltl","10/05/2021","25/04/2022",350,129,479,"PW090767",116,117,1,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","25/04/2016",1127,83,1210,"PW090769",107,115,8,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","11/07/2018",1934,83,2017,"PW090770",56,109,53,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","28/01/2021",2866,83,2949,"PW090773",112,110,-2,"Female","Laguna"
"Pleurodeles waltl","28/01/2021","25/04/2022",452,27,479,"PW090773",110,111,1,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","11/03/2015",716,83,799,"PW090777",110,113,3,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","11/03/2015",716,83,799,"PW090778",108,117,9,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","20/04/2018",1852,83,1935,"PW090779",75,98,23,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","26/03/2013",1,83,84,"PW090781",115,117,2,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","30/03/2016",1101,83,1184,"PW090782",97,105,8,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","17/04/2015",753,83,836,"PW090784",70,96,26,"Female","Laguna"
"Pleurodeles waltl","17/04/2015","20/04/2018",1099,106,1205,"PW090784",96,95,-1,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","12/03/2018",1813,83,1896,"PW090785",102,95,-7,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","13/03/2021",2910,83,2993,"PW090786",109,120,11,"Female","Laguna"
"Pleurodeles waltl","13/03/2021","26/04/2022",409,71,480,"PW090786",120,121,1,"Female","Laguna"
"Pleurodeles waltl","26/04/2022","26/10/2023",548,115,663,"PW090786",121,125,4,"Female","Laguna"
"Pleurodeles waltl","25/03/2013","30/03/2016",1101,83,1184,"PW090787",92,98,6,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","03/05/2021",2961,83,3044,"PW090788",104,97,-7,"Male","Laguna"
"Pleurodeles waltl","03/05/2021","07/04/2022",339,122,461,"PW090788",97,93,-4,"Male","Laguna"
"Pleurodeles waltl","25/03/2013","30/03/2016",1101,83,1184,"PW090789",55,101,46,"Juvenile","Laguna"
"Pleurodeles waltl","25/03/2013","19/10/2023",3860,83,3943,"PW090792",115,111,-4,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","06/06/2018",1898,84,1982,"PW090798",102,105,3,"Female","Laguna"
"Pleurodeles waltl","26/03/2013","28/04/2021",2955,84,3039,"PW090802",113,101,-12,"Male","Laguna"
"Pleurodeles waltl","28/04/2021","26/05/2023",758,117,875,"PW090802",101,102,1,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","11/03/2015",715,84,799,"PW090804",101,110,9,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","17/04/2015",752,84,836,"PW090805",120,120,0,"Female","Laguna"
"Pleurodeles waltl","17/04/2015","25/04/2016",374,106,480,"PW090805",120,120,0,"Female","Laguna"
"Pleurodeles waltl","25/04/2016","12/03/2018",686,115,801,"PW090805",120,107,-13,"Female","Laguna"
"Pleurodeles waltl","26/03/2013","31/03/2022",3292,84,3376,"PW090806",98,107,9,"Female","Laguna"
"Pleurodeles waltl","26/03/2013","17/04/2015",752,84,836,"PW090807",89,100,11,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","25/04/2016",1126,84,1210,"PW090811",113,117,4,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","21/04/2021",1822,115,1937,"PW090811",117,105,-12,"Male","Laguna"
"Pleurodeles waltl","21/04/2021","24/03/2022",337,110,447,"PW090811",105,105,0,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","25/04/2016",1126,84,1210,"PW090816",95,103,8,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","11/07/2018",807,115,922,"PW090816",103,99,-4,"Male","Laguna"
"Pleurodeles waltl","26/03/2013","19/10/2023",3859,84,3943,"PW090817",98,103,5,"Male","Laguna"
"Pleurodeles waltl","17/04/2015","14/06/2018",1154,106,1260,"PW090829",115,112,-3,"Female","Laguna"
"Pleurodeles waltl","20/04/2018","31/03/2022",1441,109,1550,"PW090835",114,120,6,"Female","Laguna"
"Pleurodeles waltl","31/03/2022","19/10/2023",567,89,656,"PW090835",120,121,1,"Female","Laguna"
"Pleurodeles waltl","30/03/2016","28/03/2022",2189,89,2278,"PW090841",125,117,-8,"Female","Laguna"
"Pleurodeles waltl","28/03/2022","07/04/2022",10,86,96,"PW090841",117,117,0,"Female","Laguna"
"Pleurodeles waltl","25/04/2016","09/03/2018",683,115,798,"PW090857",130,119,-11,"Female","Laguna"
"Pleurodeles waltl","06/06/2018","07/06/2022",1462,156,1618,"PW090859",98,105,7,"Male","Laguna"
"Pleurodeles waltl","31/03/2022","10/05/2023",405,89,494,"PW090860",118,122,4,"Female","Laguna"
"Pleurodeles waltl","10/05/2023","26/10/2023",169,129,298,"PW090860",122,126,4,"Female","Laguna"
"Pleurodeles waltl","12/03/2018","07/04/2022",1487,70,1557,"PW090863",108,105,-3,"Female","Laguna"
"Pleurodeles waltl","30/03/2016","18/05/2021",1875,89,1964,"PW090864",102,105,3,"Female","Laguna"
"Pleurodeles waltl","18/05/2021","07/04/2022",324,137,461,"PW090864",105,109,4,"Female","Laguna"
"Pleurodeles waltl","07/04/2022","14/06/2022",68,96,164,"PW090864",109,114,5,"Female","Laguna"
"Pleurodeles waltl","18/05/2018","10/05/2021",1088,137,1225,"PW090865",99,97,-2,"Female","Laguna"
"Pleurodeles waltl","07/04/2022","19/10/2023",560,96,656,"PW090867",98,105,7,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","26/05/2023",2587,115,2702,"PW090878",120,110,-10,"Male","Laguna"
"Pleurodeles waltl","26/05/2023","19/10/2023",146,145,291,"PW090878",110,110,0,"Male","Laguna"
"Pleurodeles waltl","25/04/2016","26/10/2023",2740,115,2855,"PW090887",110,110,0,"Female","Laguna"
"Pleurodeles waltl","04/03/2015","11/03/2015",7,62,69,"PW090888",112,112,0,"Female","Laguna"
"Pleurodeles waltl","11/03/2015","31/03/2022",2577,69,2646,"PW090888",112,113,1,"Female","Laguna"
"Pleurodeles waltl","11/03/2015","25/04/2016",411,69,480,"PW090890",115,118,3,"Male","Laguna"
"Pleurodeles waltl","11/03/2015","29/03/2016",384,69,453,"PW090892",117,113,-4,"Male","Laguna"
"Pleurodeles waltl","11/03/2015","14/06/2018",1191,69,1260,"PW090897",111,110,-1,"Female","Laguna"
"Pleurodeles waltl","14/06/2018","25/04/2022",1411,164,1575,"PW090897",110,107,-3,"Female","Laguna"
"Pleurodeles waltl","11/03/2015","25/04/2022",2602,69,2671,"PW090899",107,100,-7,"Male","Laguna"
"Pleurodeles waltl","25/04/2022","19/10/2023",542,114,656,"PW090899",100,108,8,"Male","Laguna"
"Pleurodeles waltl","26/04/2022","26/10/2023",548,115,663,"PW090900",115,122,7,"Female","Laguna"
"Pleurodeles waltl","28/03/2022","14/06/2022",78,86,164,"PW090910",102,106,4,"Male","Laguna"
"Pleurodeles waltl","14/03/2022","24/11/2022",255,72,327,"PW090915",95,100,5,"Male","Laguna"
"Pleurodeles waltl","24/11/2022","19/10/2023",329,327,656,"PW090915",100,98,-2,"Male","Laguna"
"Pleurodeles waltl","06/06/2018","25/04/2022",1419,156,1575,"PW090918",96,92,-4,"Male","Laguna"
"Pleurodeles waltl","29/03/2016","10/05/2021",1868,88,1956,"PW090923",111,106,-5,"Male","Laguna"
"Pleurodeles waltl","17/04/2015","30/03/2016",348,106,454,"PW090949",109,105,-4,"Female","Laguna"
"Pleurodeles waltl","14/06/2017","19/04/2018",309,164,473,"PW090954",128,116,-12,"Female","Gravera"
"Pleurodeles waltl","14/06/2017","15/06/2018",366,164,530,"PW090968",118,114,-4,"Female","Gravera"
"Pleurodeles waltl","15/06/2018","03/05/2021",1053,165,1218,"PW090968",114,114,0,"Female","Gravera"
