"species","date1","date2","d","t1","t2","id","svl1","svl2","dsvl","sex","pop"
"Epidalea calamita","15/02/2021","24/03/2022",402,45,447,"BC090333",79,81,2,"Male","Laguna"
"Epidalea calamita","07/03/2014","27/03/2015",385,65,450,"BC090347",76,77,1,"Male","Laguna"
"Epidalea calamita","27/03/2015","12/03/2018",1081,85,1166,"BC090347",77,79,2,"Male","Laguna"
"Epidalea calamita","10/09/2018","23/04/2019",225,252,477,"BC090357",75,77,2,"Female","Laguna"
"Epidalea calamita","27/03/2015","19/12/2020",2094,85,2179,"BC090370",78,85,7,"Female","Laguna"
"Epidalea calamita","27/03/2015","19/03/2016",358,85,443,"BC090371",72,82,10,"Male","Laguna"
"Epidalea calamita","19/03/2016","01/03/2017",347,78,425,"BC090371",82,79,-3,"Male","Laguna"
"Epidalea calamita","16/01/2013","05/03/2013",48,15,63,"BC090372",72,75,3,"Male","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090372",75,86,11,"Male","Laguna"
"Epidalea calamita","07/03/2014","03/03/2015",361,65,426,"BC090374",69,76,7,"Male","Laguna"
"Epidalea calamita","03/03/2015","23/03/2015",20,61,81,"BC090374",76,73,-3,"Male","Laguna"
"Epidalea calamita","23/03/2015","22/02/2017",702,81,783,"BC090374",73,82,9,"Male","Laguna"
"Epidalea calamita","22/02/2017","12/03/2018",383,52,435,"BC090374",82,82,0,"Male","Laguna"
"Epidalea calamita","18/01/2013","06/03/2013",47,17,64,"BC090375",63,62,-1,"Male","Laguna"
"Epidalea calamita","06/03/2013","07/03/2014",366,64,430,"BC090375",62,72,10,"Male","Laguna"
"Epidalea calamita","07/03/2014","28/02/2015",358,65,423,"BC090375",72,75,3,"Male","Laguna"
"Epidalea calamita","28/02/2015","23/03/2015",23,58,81,"BC090375",75,75,0,"Male","Laguna"
"Epidalea calamita","23/03/2015","18/03/2016",361,81,442,"BC090375",75,82,7,"Male","Laguna"
"Epidalea calamita","18/03/2016","22/02/2017",341,77,418,"BC090375",82,79,-3,"Male","Laguna"
"Epidalea calamita","22/02/2017","10/03/2020",1112,52,1164,"BC090375",79,85,6,"Male","Laguna"
"Epidalea calamita","10/03/2020","14/12/2020",279,69,348,"BC090375",85,82,-3,"Male","Laguna"
"Epidalea calamita","14/12/2020","19/12/2020",5,348,353,"BC090375",82,84,2,"Male","Laguna"
"Epidalea calamita","19/12/2020","26/01/2021",38,353,391,"BC090375",84,83,-1,"Male","Laguna"
"Epidalea calamita","26/01/2021","01/03/2022",399,25,424,"BC090375",83,80,-3,"Male","Laguna"
"Epidalea calamita","01/03/2022","26/10/2023",604,59,663,"BC090375",80,80,0,"Male","Laguna"
"Epidalea calamita","26/10/2023","25/01/2024",91,298,389,"BC090375",80,89,9,"Male","Laguna"
"Epidalea calamita","25/01/2024","01/02/2024",7,24,31,"BC090375",89,84,-5,"Male","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090382",64,74,10,"Male","Laguna"
"Epidalea calamita","03/03/2013","24/04/2017",1513,61,1574,"BC090388",56.5,72,15.5,"Female","Laguna"
"Epidalea calamita","16/01/2013","17/01/2013",1,15,16,"BC090392",69,72,3,"Male","Laguna"
"Epidalea calamita","16/01/2013","17/01/2013",1,15,16,"BC090394",48,46,-2,"Juvenile","Laguna"
"Epidalea calamita","17/01/2013","03/03/2013",45,16,61,"BC090394",46,48,2,"Juvenile","Laguna"
"Epidalea calamita","03/03/2013","06/03/2013",3,61,64,"BC090394",48,47,-1,"Juvenile","Laguna"
"Epidalea calamita","16/01/2013","27/03/2015",800,15,815,"BC090398",51,68,17,"Female","Laguna"
"Epidalea calamita","16/01/2013","05/03/2013",48,15,63,"BC090400",64,64.5,0.5,"Male","Laguna"
"Epidalea calamita","18/01/2013","27/03/2015",798,17,815,"BC090405",64,80,16,"Male","Laguna"
"Epidalea calamita","18/01/2013","05/03/2013",46,17,63,"BC090406",72,74,2,"Male","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090406",74,77,3,"Male","Laguna"
"Epidalea calamita","07/03/2014","03/03/2015",361,65,426,"BC090406",77,80,3,"Male","Laguna"
"Epidalea calamita","03/03/2015","23/03/2015",20,61,81,"BC090406",80,79,-1,"Male","Laguna"
"Epidalea calamita","03/03/2013","05/03/2013",2,61,63,"BC090410",72,73.5,1.5,"Male","Laguna"
"Epidalea calamita","05/03/2013","28/02/2015",725,63,788,"BC090410",73.5,78,4.5,"Male","Laguna"
"Epidalea calamita","28/02/2015","23/03/2015",23,58,81,"BC090410",78,82,4,"Male","Laguna"
"Epidalea calamita","23/03/2015","18/03/2016",361,81,442,"BC090410",82,84,2,"Male","Laguna"
"Epidalea calamita","18/03/2016","10/03/2017",357,77,434,"BC090410",84,85,1,"Male","Laguna"
"Epidalea calamita","10/03/2017","09/03/2018",364,68,432,"BC090410",85,84,-1,"Male","Laguna"
"Epidalea calamita","09/03/2018","11/03/2020",733,67,800,"BC090410",84,87,3,"Male","Laguna"
"Epidalea calamita","03/03/2013","21/03/2014",383,61,444,"BC090412",73.5,76,2.5,"Male","Laguna"
"Epidalea calamita","21/03/2014","23/02/2017",1070,79,1149,"BC090412",76,87,11,"Male","Laguna"
"Epidalea calamita","23/02/2017","24/04/2017",60,53,113,"BC090412",87,86,-1,"Male","Laguna"
"Epidalea calamita","24/04/2017","22/10/2019",911,113,1024,"BC090412",86,85,-1,"Male","Laguna"
"Epidalea calamita","03/03/2013","05/03/2013",2,61,63,"BC090413",79.5,81.5,2,"Male","Laguna"
"Epidalea calamita","03/03/2013","05/03/2013",2,61,63,"BC090414",70,72,2,"Male","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090414",72,78,6,"Male","Laguna"
"Epidalea calamita","07/03/2014","23/03/2015",381,65,446,"BC090414",78,82,4,"Male","Laguna"
"Epidalea calamita","23/03/2015","29/03/2016",372,81,453,"BC090414",82,85,3,"Male","Laguna"
"Epidalea calamita","03/03/2013","05/03/2013",2,61,63,"BC090415",70,69.5,-0.5,"Male","Laguna"
"Epidalea calamita","03/03/2013","23/03/2015",750,61,811,"BC090416",83,90,7,"Male","Laguna"
"Epidalea calamita","03/03/2013","05/03/2013",2,61,63,"BC090417",71.5,73,1.5,"Male","Laguna"
"Epidalea calamita","03/03/2013","05/03/2013",2,61,63,"BC090418",78.5,79.5,1,"Male","Laguna"
"Epidalea calamita","03/03/2013","05/03/2013",2,61,63,"BC090420",76.5,77,0.5,"Male","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090420",77,84,7,"Male","Laguna"
"Epidalea calamita","07/03/2014","27/03/2015",385,65,450,"BC090420",84,85,1,"Male","Laguna"
"Epidalea calamita","05/03/2013","27/03/2015",752,63,815,"BC090421",79.5,84,4.5,"Female","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090423",81,87,6,"Male","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090426",84.5,93,8.5,"Female","Laguna"
"Epidalea calamita","05/03/2013","27/03/2015",752,63,815,"BC090430",85,91,6,"Female","Laguna"
"Epidalea calamita","05/03/2013","03/03/2015",728,63,791,"BC090431",70,78,8,"Male","Laguna"
"Epidalea calamita","03/03/2015","27/03/2015",24,61,85,"BC090431",78,80,2,"Male","Laguna"
"Epidalea calamita","05/03/2013","28/02/2015",725,63,788,"BC090434",79,86,7,"Male","Laguna"
"Epidalea calamita","28/02/2015","23/03/2015",23,58,81,"BC090434",86,86,0,"Male","Laguna"
"Epidalea calamita","23/03/2015","19/03/2016",362,81,443,"BC090434",86,90,4,"Male","Laguna"
"Epidalea calamita","19/03/2016","24/04/2019",1131,78,1209,"BC090434",90,86,-4,"Male","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090436",69,76,7,"Male","Laguna"
"Epidalea calamita","07/03/2014","28/02/2015",358,65,423,"BC090436",76,76,0,"Male","Laguna"
"Epidalea calamita","28/02/2015","23/03/2015",23,58,81,"BC090436",76,73,-3,"Male","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090437",65,73,8,"Male","Laguna"
"Epidalea calamita","05/03/2013","23/03/2015",748,63,811,"BC090439",71,80,9,"Male","Laguna"
"Epidalea calamita","23/03/2015","14/04/2016",388,81,469,"BC090439",80,85,5,"Male","Laguna"
"Epidalea calamita","14/04/2016","24/04/2016",10,104,114,"BC090439",85,87,2,"Male","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090442",66.5,72,5.5,"Male","Laguna"
"Epidalea calamita","07/03/2014","23/03/2015",381,65,446,"BC090442",72,69,-3,"Male","Laguna"
"Epidalea calamita","23/03/2015","30/03/2016",373,81,454,"BC090442",69,74,5,"Male","Laguna"
"Epidalea calamita","05/03/2013","23/03/2015",748,63,811,"BC090448",77,79,2,"Female","Laguna"
"Epidalea calamita","05/03/2013","07/03/2014",367,63,430,"BC090449",73,80,7,"Male","Laguna"
"Epidalea calamita","05/03/2013","03/03/2015",728,63,791,"BC090454",77,91,14,"Male","Laguna"
"Epidalea calamita","03/03/2015","27/03/2015",24,61,85,"BC090454",91,90,-1,"Male","Laguna"
"Epidalea calamita","27/03/2015","18/03/2016",357,85,442,"BC090454",90,95,5,"Male","Laguna"
"Epidalea calamita","06/03/2013","07/03/2014",366,64,430,"BC090456",73,84,11,"Male","Laguna"
"Epidalea calamita","06/03/2013","23/03/2015",747,64,811,"BC090458",74,84,10,"Female","Laguna"
"Epidalea calamita","06/03/2013","23/03/2015",747,64,811,"BC090459",73.5,80,6.5,"Male","Laguna"
"Epidalea calamita","23/03/2015","18/03/2016",361,81,442,"BC090459",80,87,7,"Male","Laguna"
"Epidalea calamita","06/03/2013","07/03/2014",366,64,430,"BC090461",86.5,91,4.5,"Female","Laguna"
"Epidalea calamita","06/03/2013","07/03/2014",366,64,430,"BC090464",80,88,8,"Male","Laguna"
"Epidalea calamita","06/03/2013","07/03/2014",366,64,430,"BC090466",76,86.5,10.5,"Male","Laguna"
"Epidalea calamita","08/03/2013","27/03/2015",749,66,815,"BC090482",76,83,7,"Male","Laguna"
"Epidalea calamita","08/03/2013","27/03/2015",749,66,815,"BC090488",70.5,75,4.5,"Male","Laguna"
"Epidalea calamita","27/03/2015","14/04/2016",384,85,469,"BC090488",75,79,4,"Male","Laguna"
"Epidalea calamita","09/03/2013","09/03/2018",1826,67,1893,"BC090492",67,79,12,"Male","Gravera"
"Epidalea calamita","09/03/2018","25/10/2018",230,67,297,"BC090492",79,82,3,"Male","Gravera"
"Epidalea calamita","25/10/2018","12/11/2018",18,297,315,"BC090492",82,81,-1,"Male","Gravera"
"Epidalea calamita","12/11/2018","03/11/2020",722,315,1037,"BC090492",81,82,1,"Male","Gravera"
"Epidalea calamita","03/11/2020","14/12/2020",41,307,348,"BC090492",82,83,1,"Male","Gravera"
"Epidalea calamita","09/03/2013","30/03/2016",1117,67,1184,"BC090493",69,80,11,"Male","Gravera"
"Epidalea calamita","30/03/2016","02/03/2018",702,89,791,"BC090493",80,84,4,"Male","Gravera"
"Epidalea calamita","02/03/2018","21/04/2018",50,60,110,"BC090493",84,84,0,"Male","Gravera"
"Epidalea calamita","09/03/2013","28/02/2015",721,67,788,"BC090497",71,77,6,"Male","Laguna"
"Epidalea calamita","09/03/2013","27/03/2015",748,67,815,"BC090500",70.5,81,10.5,"Male","Laguna"
"Epidalea calamita","09/03/2013","07/03/2014",363,67,430,"BC090501",62,75,13,"Male","Laguna"
"Epidalea calamita","26/03/2013","07/03/2014",346,84,430,"BC090503",94.5,95,0.5,"Female","Laguna"
"Epidalea calamita","07/03/2014","23/03/2015",381,65,446,"BC090504",81.5,83,1.5,"Male","Laguna"
"Epidalea calamita","07/03/2014","23/03/2015",381,65,446,"BC090506",72,80,8,"Male","Laguna"
"Epidalea calamita","23/03/2015","10/03/2017",718,81,799,"BC090506",80,83,3,"Male","Laguna"
"Epidalea calamita","07/03/2014","27/03/2015",385,65,450,"BC090507",69,79,10,"Male","Laguna"
"Epidalea calamita","27/03/2015","01/03/2017",705,85,790,"BC090507",79,83,4,"Male","Laguna"
"Epidalea calamita","07/03/2014","03/03/2015",361,65,426,"BC090508",87,91,4,"Male","Laguna"
"Epidalea calamita","03/03/2015","29/03/2016",392,61,453,"BC090508",91,99,8,"Male","Laguna"
"Epidalea calamita","29/03/2016","24/04/2016",26,88,114,"BC090508",99,92,-7,"Male","Laguna"
"Epidalea calamita","24/04/2016","10/03/2017",320,114,434,"BC090508",92,97,5,"Male","Laguna"
"Epidalea calamita","10/03/2017","13/02/2020",1070,68,1138,"BC090508",97,96,-1,"Male","Laguna"
"Epidalea calamita","13/02/2020","17/02/2020",4,43,47,"BC090508",96,95,-1,"Male","Laguna"
"Epidalea calamita","17/02/2020","25/02/2020",8,47,55,"BC090508",95,98,3,"Male","Laguna"
"Epidalea calamita","25/02/2020","10/03/2020",14,55,69,"BC090508",98,94,-4,"Male","Laguna"
"Epidalea calamita","07/03/2014","23/03/2015",381,65,446,"BC090518",86,80,-6,"Male","Laguna"
"Epidalea calamita","23/03/2015","29/03/2016",372,81,453,"BC090518",80,84,4,"Male","Laguna"
"Epidalea calamita","07/03/2014","27/03/2015",385,65,450,"BC090522",70,75,5,"Male","Laguna"
"Epidalea calamita","07/03/2014","27/03/2015",385,65,450,"BC090527",89,97,8,"Female","Laguna"
"Epidalea calamita","07/03/2014","18/03/2016",742,65,807,"BC090528",76,80,4,"Male","Laguna"
"Epidalea calamita","18/03/2016","01/03/2017",348,77,425,"BC090528",80,82,2,"Male","Laguna"
"Epidalea calamita","08/03/2014","27/03/2015",384,66,450,"BC090531",75,82,7,"Male","Laguna"
"Epidalea calamita","27/03/2015","28/03/2015",1,85,86,"BC090531",82,81,-1,"Male","Laguna"
"Epidalea calamita","28/03/2015","18/03/2016",356,86,442,"BC090531",81,84,3,"Male","Laguna"
"Epidalea calamita","08/03/2014","24/04/2019",1873,66,1939,"BC090532",76,83,7,"Female","Laguna"
"Epidalea calamita","09/03/2014","27/03/2015",383,67,450,"BC090535",77.5,80,2.5,"Male","Laguna"
"Epidalea calamita","28/02/2015","23/03/2015",23,58,81,"BC090538",84,82,-2,"Male","Laguna"
"Epidalea calamita","28/02/2015","18/03/2016",384,58,442,"BC090542",74,75,1,"Male","Laguna"
"Epidalea calamita","18/03/2016","10/03/2017",357,77,434,"BC090542",75,79,4,"Male","Laguna"
"Epidalea calamita","28/02/2015","22/02/2017",725,58,783,"BC090543",73,80,7,"Male","Laguna"
"Epidalea calamita","28/02/2015","23/03/2015",23,58,81,"BC090544",73,70,-3,"Male","Laguna"
"Epidalea calamita","23/03/2015","14/04/2016",388,81,469,"BC090544",70,79,9,"Male","Laguna"
"Epidalea calamita","14/04/2016","01/03/2017",321,104,425,"BC090544",79,78,-1,"Male","Laguna"
"Epidalea calamita","01/03/2017","08/04/2019",768,59,827,"BC090544",78,80,2,"Male","Laguna"
"Epidalea calamita","08/04/2019","26/01/2021",659,97,756,"BC090544",80,83,3,"Male","Laguna"
"Epidalea calamita","28/02/2015","23/03/2015",23,58,81,"BC090546",81,84,3,"Male","Laguna"
"Epidalea calamita","28/02/2015","23/03/2015",23,58,81,"BC090549",79,77,-2,"Male","Laguna"
"Epidalea calamita","23/03/2015","02/03/2018",1075,81,1156,"BC090549",77,80,3,"Male","Laguna"
"Epidalea calamita","02/03/2018","12/03/2018",10,60,70,"BC090549",80,78,-2,"Male","Laguna"
"Epidalea calamita","03/03/2015","23/03/2015",20,61,81,"BC090553",78,74,-4,"Male","Laguna"
"Epidalea calamita","23/03/2015","01/03/2017",709,81,790,"BC090553",74,83,9,"Male","Laguna"
"Epidalea calamita","01/03/2017","24/04/2019",784,59,843,"BC090553",83,80,-3,"Male","Laguna"
"Epidalea calamita","03/03/2015","23/03/2015",20,61,81,"BC090554",91,86,-5,"Male","Laguna"
"Epidalea calamita","23/03/2015","29/03/2016",372,81,453,"BC090554",86,86,0,"Male","Laguna"
"Epidalea calamita","29/03/2016","26/01/2021",1764,88,1852,"BC090554",86,89,3,"Male","Laguna"
"Epidalea calamita","26/01/2021","24/03/2022",422,25,447,"BC090554",89,91,2,"Male","Laguna"
"Epidalea calamita","24/03/2022","25/01/2024",672,82,754,"BC090554",91,93,2,"Male","Laguna"
"Epidalea calamita","03/03/2015","23/03/2015",20,61,81,"BC090557",84,79,-5,"Male","Laguna"
"Epidalea calamita","23/03/2015","14/04/2016",388,81,469,"BC090566",80,83,3,"Female","Laguna"
"Epidalea calamita","14/04/2016","11/03/2021",1792,104,1896,"BC090566",83,85,2,"Female","Laguna"
"Epidalea calamita","23/03/2015","10/03/2017",718,81,799,"BC090567",74,75,1,"Male","Laguna"
"Epidalea calamita","23/03/2015","09/03/2018",1082,81,1163,"BC090572",75,80,5,"Male","Laguna"
"Epidalea calamita","09/03/2018","12/03/2018",3,67,70,"BC090572",80,79,-1,"Male","Laguna"
"Epidalea calamita","23/03/2015","01/03/2017",709,81,790,"BC090576",72,76,4,"Male","Laguna"
"Epidalea calamita","23/03/2015","15/02/2021",2156,81,2237,"BC090586",72,84,12,"Male","Gravera"
"Epidalea calamita","15/02/2021","27/04/2021",71,45,116,"BC090586",84,83,-1,"Male","Gravera"
"Epidalea calamita","27/04/2021","28/03/2022",335,116,451,"BC090586",83,85,2,"Male","Gravera"
"Epidalea calamita","28/03/2022","26/05/2023",424,86,510,"BC090586",85,80,-5,"Male","Gravera"
"Epidalea calamita","26/05/2023","08/06/2023",13,145,158,"BC090586",80,81,1,"Male","Gravera"
"Epidalea calamita","23/03/2015","30/03/2016",373,81,454,"BC090597",80,80,0,"Male","Laguna"
"Epidalea calamita","30/03/2016","01/03/2017",336,89,425,"BC090597",80,83,3,"Male","Laguna"
"Epidalea calamita","01/03/2017","12/03/2018",376,59,435,"BC090597",83,79,-4,"Male","Laguna"
"Epidalea calamita","23/03/2015","12/03/2018",1085,81,1166,"BC090599",88,88,0,"Male","Laguna"
"Epidalea calamita","23/03/2015","01/03/2017",709,81,790,"BC090602",77,81,4,"Male","Laguna"
"Epidalea calamita","01/03/2017","12/03/2018",376,59,435,"BC090602",81,82,1,"Male","Laguna"
"Epidalea calamita","23/03/2015","29/03/2016",372,81,453,"BC090603",86,89,3,"Male","Laguna"
"Epidalea calamita","29/03/2016","01/03/2017",337,88,425,"BC090603",89,91,2,"Male","Laguna"
"Epidalea calamita","01/03/2017","12/03/2018",376,59,435,"BC090603",91,91,0,"Male","Laguna"
"Epidalea calamita","12/03/2018","11/03/2020",730,70,800,"BC090603",91,93,2,"Male","Laguna"
"Epidalea calamita","11/03/2020","17/02/2021",343,70,413,"BC090603",93,90,-3,"Male","Laguna"
"Epidalea calamita","17/02/2021","12/04/2021",54,47,101,"BC090603",90,93,3,"Male","Laguna"
"Epidalea calamita","12/04/2021","21/04/2021",9,101,110,"BC090603",93,93,0,"Male","Laguna"
"Epidalea calamita","21/04/2021","28/04/2021",7,110,117,"BC090603",93,92,-1,"Male","Laguna"
"Epidalea calamita","23/03/2015","18/03/2016",361,81,442,"BC090606",72,79,7,"Male","Laguna"
"Epidalea calamita","18/03/2016","01/03/2017",348,77,425,"BC090606",79,79,0,"Male","Laguna"
"Epidalea calamita","01/03/2017","24/04/2017",54,59,113,"BC090606",79,78,-1,"Male","Laguna"
"Epidalea calamita","23/03/2015","01/03/2017",709,81,790,"BC090607",79,84,5,"Male","Laguna"
"Epidalea calamita","27/03/2015","09/03/2018",1078,85,1163,"BC090698",71,78,7,"Male","Laguna"
"Epidalea calamita","27/03/2015","18/03/2016",357,85,442,"BC090701",75,79,4,"Male","Laguna"
"Epidalea calamita","27/03/2015","14/04/2016",384,85,469,"BC090706",68,71,3,"Male","Laguna"
"Epidalea calamita","27/03/2015","03/03/2020",1803,85,1888,"BC090708",82,85,3,"Female","Laguna"
"Epidalea calamita","27/03/2015","09/03/2018",1078,85,1163,"BC090709",74,78,4,"Male","Laguna"
"Epidalea calamita","09/03/2018","24/04/2019",411,67,478,"BC090709",78,78,0,"Male","Laguna"
"Epidalea calamita","24/04/2019","28/03/2022",1069,113,1182,"BC090709",78,84,6,"Male","Laguna"
"Epidalea calamita","27/03/2015","22/02/2017",698,85,783,"BC090715",84,90,6,"Female","Laguna"
"Epidalea calamita","27/03/2015","15/04/2016",385,85,470,"BC090717",70,73,3,"Male","Laguna"
"Epidalea calamita","27/03/2015","14/04/2016",384,85,469,"BC090723",79,79,0,"Male","Laguna"
"Epidalea calamita","14/04/2016","15/02/2021",1768,104,1872,"BC090723",79,84,5,"Male","Laguna"
"Epidalea calamita","15/02/2021","28/03/2022",406,45,451,"BC090723",84,87,3,"Male","Laguna"
"Epidalea calamita","27/03/2015","09/03/2018",1078,85,1163,"BC090724",81,82,1,"Male","Laguna"
"Epidalea calamita","27/03/2015","29/03/2016",368,85,453,"BC090729",75,75,0,"Male","Laguna"
"Epidalea calamita","27/03/2015","14/04/2016",384,85,469,"BC090731",81,83,2,"Male","Laguna"
"Epidalea calamita","14/04/2016","01/03/2017",321,104,425,"BC090731",83,83,0,"Male","Laguna"
"Epidalea calamita","01/03/2017","12/03/2018",376,59,435,"BC090731",83,82,-1,"Male","Laguna"
"Epidalea calamita","12/03/2018","26/01/2021",1051,70,1121,"BC090731",82,86,4,"Male","Laguna"
"Epidalea calamita","27/03/2015","12/03/2018",1081,85,1166,"BC090738",74,81,7,"Male","Laguna"
"Epidalea calamita","27/03/2015","14/04/2016",384,85,469,"BC090740",78,82,4,"Male","Laguna"
"Epidalea calamita","14/04/2016","02/03/2018",687,104,791,"BC090740",82,83,1,"Male","Laguna"
"Epidalea calamita","02/03/2018","12/03/2018",10,60,70,"BC090740",83,83,0,"Male","Laguna"
"Epidalea calamita","27/03/2015","14/04/2016",384,85,469,"BC090741",75,80,5,"Male","Laguna"
"Epidalea calamita","27/03/2015","08/04/2019",1473,85,1558,"BC090750",76,78,2,"Female","Laguna"
"Epidalea calamita","08/04/2019","22/10/2019",197,97,294,"BC090750",78,80,2,"Female","Laguna"
"Epidalea calamita","22/10/2019","04/11/2020",379,294,673,"BC090750",80,85,5,"Female","Laguna"
"Epidalea calamita","04/11/2020","25/11/2020",21,308,329,"BC090750",85,86,1,"Female","Laguna"
"Epidalea calamita","25/11/2020","14/12/2020",19,329,348,"BC090750",86,83,-3,"Female","Laguna"
"Epidalea calamita","14/12/2020","19/12/2020",5,348,353,"BC090750",83,82,-1,"Female","Laguna"
"Epidalea calamita","27/03/2015","18/03/2016",357,85,442,"BC090752",85,85,0,"Female","Laguna"
"Epidalea calamita","27/03/2015","14/04/2016",384,85,469,"BC090756",77,77,0,"Female","Laguna"
"Epidalea calamita","27/03/2015","12/03/2018",1081,85,1166,"BC090765",70,76,6,"Male","Laguna"
"Epidalea calamita","27/03/2015","12/03/2018",1081,85,1166,"BC090767",79,80,1,"Male","Laguna"
"Epidalea calamita","27/03/2015","14/04/2016",384,85,469,"BC090768",83,86,3,"Male","Laguna"
"Epidalea calamita","27/03/2015","29/03/2016",368,85,453,"BC090772",77,86,9,"Male","Laguna"
"Epidalea calamita","29/03/2016","10/03/2017",346,88,434,"BC090772",86,83,-3,"Male","Laguna"
"Epidalea calamita","27/03/2015","26/01/2021",2132,85,2217,"BC090774",77,86,9,"Male","Laguna"
"Epidalea calamita","26/01/2021","24/03/2022",422,25,447,"BC090774",86,90,4,"Male","Laguna"
"Epidalea calamita","27/03/2015","14/04/2016",384,85,469,"BC090780",72,78,6,"Male","Laguna"
"Epidalea calamita","27/03/2015","16/02/2021",2153,85,2238,"BC090781",89,94,5,"Female","Laguna"
"Epidalea calamita","27/03/2015","26/03/2022",2556,85,2641,"BC090786",83,86,3,"Female","Laguna"
"Epidalea calamita","28/03/2015","15/02/2021",2151,86,2237,"BC090789",71,88,17,"Female","Laguna"
"Epidalea calamita","15/02/2021","17/02/2021",2,45,47,"BC090789",88,88,0,"Female","Laguna"
"Epidalea calamita","17/02/2021","11/03/2021",22,47,69,"BC090789",88,88,0,"Female","Laguna"
"Epidalea calamita","28/03/2015","29/03/2016",367,86,453,"BC090791",75,84,9,"Male","Laguna"
"Epidalea calamita","19/03/2016","01/03/2017",347,78,425,"BC091013",79,79,0,"Male","Laguna"
"Epidalea calamita","18/03/2016","10/03/2017",357,77,434,"BC091019",82,83,1,"Male","Laguna"
"Epidalea calamita","18/03/2016","22/02/2017",341,77,418,"BC091025",87,90,3,"Male","Laguna"
"Epidalea calamita","18/03/2016","03/03/2020",1446,77,1523,"BC091027",93,100,7,"Female","Laguna"
"Epidalea calamita","03/03/2020","25/02/2021",359,62,421,"BC091027",100,100,0,"Female","Laguna"
"Epidalea calamita","18/03/2016","10/03/2017",357,77,434,"BC091028",82,86,4,"Male","Laguna"
"Epidalea calamita","10/03/2017","09/03/2018",364,68,432,"BC091028",86,86,0,"Male","Laguna"
"Epidalea calamita","09/03/2018","10/03/2020",732,67,799,"BC091028",86,92,6,"Male","Laguna"
"Epidalea calamita","18/03/2016","24/04/2017",402,77,479,"BC091029",76,78,2,"Male","Laguna"
"Epidalea calamita","24/04/2017","02/03/2018",312,113,425,"BC091029",78,75,-3,"Male","Laguna"
"Epidalea calamita","19/03/2016","01/03/2017",347,78,425,"BC091033",84,85,1,"Male","Laguna"
"Epidalea calamita","29/03/2016","01/03/2017",337,88,425,"BC091039",78,77,-1,"Male","Laguna"
"Epidalea calamita","01/03/2017","12/03/2018",376,59,435,"BC091039",77,77,0,"Male","Laguna"
"Epidalea calamita","29/03/2016","22/02/2017",330,88,418,"BC091043",80,78,-2,"Male","Laguna"
"Epidalea calamita","22/02/2017","10/03/2020",1112,52,1164,"BC091043",78,85,7,"Male","Laguna"
"Epidalea calamita","14/04/2016","15/02/2021",1768,104,1872,"BC091074",74,82,8,"Male","Laguna"
"Epidalea calamita","15/02/2021","28/03/2022",406,45,451,"BC091074",82,85,3,"Male","Laguna"
"Epidalea calamita","28/03/2022","13/02/2024",687,86,773,"BC091074",85,82,-3,"Male","Laguna"
"Epidalea calamita","13/02/2024","13/03/2024",29,43,72,"BC091074",82,84,2,"Male","Laguna"
"Epidalea calamita","14/04/2016","17/02/2021",1770,104,1874,"BC091075",73,81,8,"Male","Laguna"
"Epidalea calamita","14/04/2016","09/03/2018",694,104,798,"BC091079",72,77,5,"Male","Laguna"
"Epidalea calamita","09/03/2018","12/03/2018",3,67,70,"BC091079",77,77,0,"Male","Laguna"
"Epidalea calamita","22/02/2017","12/03/2018",383,52,435,"BC091095",72,73,1,"Male","Laguna"
"Epidalea calamita","22/02/2017","15/03/2018",386,52,438,"BC091096",84,85,1,"Male","Laguna"
"Epidalea calamita","23/02/2017","24/04/2017",60,53,113,"BC091097",88,84,-4,"Male","Laguna"
"Epidalea calamita","24/04/2017","02/03/2018",312,113,425,"BC091097",84,89,5,"Male","Laguna"
"Epidalea calamita","02/03/2018","24/04/2019",418,60,478,"BC091097",89,86,-3,"Male","Laguna"
"Epidalea calamita","23/02/2017","09/03/2018",379,53,432,"BC091098",76,76,0,"Male","Laguna"
"Epidalea calamita","09/03/2018","11/03/2018",2,67,69,"BC091098",76,76,0,"Male","Laguna"
"Epidalea calamita","23/02/2017","12/03/2018",382,53,435,"BC091106",68,70,2,"Male","Laguna"
"Epidalea calamita","12/03/2018","12/02/2021",1068,70,1138,"BC091106",70,78,8,"Male","Laguna"
"Epidalea calamita","01/03/2017","09/03/2018",373,59,432,"BC091111",81,82,1,"Male","Laguna"
"Epidalea calamita","10/03/2017","12/03/2018",367,68,435,"BC091114",82,84,2,"Male","Laguna"
"Epidalea calamita","10/03/2017","17/02/2021",1440,68,1508,"BC091122",74,82,8,"Male","Laguna"
