"Species","ID","Pop","Sex","SVL_mm","year","years_from_mark"
"Discoglossus galganoi","DJ09151","El_Pardo","Female",58,2019,0
"Pelophylax perezi","RP090964","Laguna","Juvenile",36,2019,0
"Epidalea calamita","BC091592","Gravera","Juvenile",40,2019,0
"Pelophylax perezi","RP090965","Gravera","Female",61,2019,0
"Pelophylax perezi","RP090966","Gravera","Juvenile",52,2019,0
"Pelophylax perezi","RP090967","Gravera","Male",48,2019,0
"Pelophylax perezi","RP090968","Gravera","Juvenile",43,2019,0
"Alytes obstetricans","AOVT050","Valtierra","Female",43,2019,0
"Alytes obstetricans","AOVT052","Valtierra","Unknown",44,2019,0
"Alytes obstetricans","AOVT053","Valtierra","Male",36,2019,0
"Alytes obstetricans","AOVT015","Valtierra","Male",41,2019,1
"Alytes obstetricans","AOVT054","Valtierra","Male",44,2019,0
"Alytes obstetricans","AOVT054","Valtierra","Male",48,2021,2
"Alytes obstetricans","AOVT055","Valtierra","Male",41,2019,0
"Alytes obstetricans","AOVT055","Valtierra","Male",45,2021,2
"Alytes obstetricans","AOVT023","Valtierra","Unknown",40,2019,1
"Alytes obstetricans","AOVT023","Valtierra","Unknown",47,2020,2
"Alytes obstetricans","AOVT036","Valtierra","Female",33,2019,1
"Alytes obstetricans","AOVT056","Valtierra","Male",36.5,2019,0
"Alytes obstetricans","AOVT056","Valtierra","Male",45,2021,2
"Alytes obstetricans","AOVT057","Valtierra","Unknown",41,2019,0
"Alytes obstetricans","AOVT058","Valtierra","Unknown",33,2019,0
"Discoglossus galganoi","DJ09286","El_Pardo","Male",57,2019,0
"Discoglossus galganoi","DJ09226","El_Pardo","Female",53,2019,0
"Alytes obstetricans","AOVT014","Valtierra","Unknown",50,2019,1
"Alytes obstetricans","AOVT059","Valtierra","Unknown",49,2019,0
"Alytes obstetricans","AOVT060","Valtierra","Unknown",46,2019,0
"Alytes obstetricans","AOVT003","Valtierra","Unknown",43,2019,1
"Alytes obstetricans","AOVT003","Valtierra","Unknown",49,2020,2
"Alytes obstetricans","AOVT061","Valtierra","Female",48.5,2019,0
"Alytes obstetricans","AOVT062","Valtierra","Unknown",40,2019,0
"Alytes obstetricans","AOVT044","Valtierra","Male",41,2019,0
"Alytes obstetricans","AOVT044","Valtierra","Male",44.5,2020,1
"Alytes obstetricans","AOVT044","Valtierra","Male",47,2021,2
"Alytes obstetricans","AOVT063","Valtierra","Female",49,2019,0
"Alytes obstetricans","AOVT063","Valtierra","Female",51,2021,2
"Alytes obstetricans","AOVT012","Valtierra","Male",45,2019,1
"Alytes obstetricans","AOVT012","Valtierra","Male",45,2020,2
"Alytes obstetricans","AOVT012","Valtierra","Male",46,2021,3
"Alytes obstetricans","AOVT064","Valtierra","Female",41,2019,0
"Alytes obstetricans","AOVT064","Valtierra","Female",49,2020,1
"Alytes obstetricans","AOVT065","Valtierra","Male",45,2019,0
"Alytes obstetricans","AOVT065","Valtierra","Male",47,2021,2
"Alytes obstetricans","AOVT065","Valtierra","Male",50.5,2024,5
"Alytes obstetricans","AOVT066","Valtierra","Male",44,2019,0
"Alytes obstetricans","AOVT048","Valtierra","Male",46,2019,0
"Alytes obstetricans","AOVT048","Valtierra","Male",45.5,2021,2
"Alytes obstetricans","AOVT067","Valtierra","Unknown",39,2019,0
"Alytes obstetricans","AOVT020","Valtierra","Unknown",44,2019,1
"Alytes obstetricans","AOVT020","Valtierra","Unknown",46,2020,2
"Alytes obstetricans","AOVT047","Valtierra","Unknown",40,2019,0
"Alytes obstetricans","AOFV019","Fuente_del_Valle","Male",44,2019,0
"Alytes obstetricans","AOFV019","Fuente_del_Valle","Male",47,2020,1
"Alytes obstetricans","AOFV007","Fuente_del_Valle","Unknown",43,2019,1
"Alytes obstetricans","AOFV020","Fuente_del_Valle","Unknown",48,2019,0
"Alytes obstetricans","AOFV021","Fuente_del_Valle","Unknown",50,2019,0
"Alytes obstetricans","AOFV022","Fuente_del_Valle","Unknown",44,2019,0
"Alytes obstetricans","AOVT068","Valtierra","Female",41,2019,0
"Alytes obstetricans","AOVT068","Valtierra","Female",50.5,2020,1
"Alytes obstetricans","AOVT068","Valtierra","Female",54,2021,2
"Alytes obstetricans","AOVT045","Valtierra","Male",35,2019,0
"Alytes obstetricans","AOVT045","Valtierra","Male",40,2020,1
"Alytes obstetricans","AOVT045","Valtierra","Male",43,2021,2
"Alytes obstetricans","AOVT069","Valtierra","Unknown",34,2019,0
"Alytes obstetricans","AOFV023","Fuente_del_Valle","Unknown",42,2019,0
"Alytes obstetricans","AOFV008","Fuente_del_Valle","Unknown",44,2019,1
"Alytes obstetricans","AOFV003","Fuente_del_Valle","Male",44,2019,1
"Alytes obstetricans","AOFV003","Fuente_del_Valle","Male",52,2020,2
"Alytes obstetricans","AOFV003","Fuente_del_Valle","Male",49,2021,3
"Triturus marmoratus","TM09377","Gravera","Male",65,2019,0
"Pelophylax perezi","RP091026","Gravera","Male",63,2019,0
"Pelophylax perezi","RP091027","Gravera","Juvenile",43,2019,0
"Pelophylax perezi","RP091028","Gravera","Juvenile",42,2019,0
"Pelophylax perezi","RP091029","Gravera","Juvenile",47,2019,0
"Pelophylax perezi","RP091030","Gravera","Juvenile",43,2019,0
"Pelophylax perezi","RP091031","Gravera","Juvenile",44,2019,0
"Pelophylax perezi","RP091032","Gravera","Juvenile",40,2019,0
"Pleurodeles waltl","PW090988","Gravera","Female",93,2020,1
"Pleurodeles waltl","PW091594","Gravera","Female",102,2020,0
"Pleurodeles waltl","PW091594","Gravera","Female",106.5,2021,1
"Pleurodeles waltl","PW091594","Gravera","Female",109.5,2023,3
"Pleurodeles waltl","PW091647","Gravera","Female",98,2020,2
"Pleurodeles waltl","PW091741","Gravera","Female",75,2020,0
"Pleurodeles waltl","PW091741","Gravera","Female",82,2021,1
"Pleurodeles waltl","PW091337","Gravera","Female",84,2020,2
"Pleurodeles waltl","PW091337","Gravera","Female",100,2022,4
"Triturus marmoratus","TM09276","Gravera","Female",80,2020,2
"Epidalea calamita","BC091165","Gravera","Female",77,2020,0
"Epidalea calamita","BC091473","Gravera","Female",72,2020,2
"Epidalea calamita","BC091617","Gravera","Female",83,2020,0
"Epidalea calamita","BC091618","Gravera","Male",75,2020,0
"Epidalea calamita","BC091619","Gravera","Male",82,2020,0
"Epidalea calamita","BC091620","Gravera","Male",69,2020,0
"Epidalea calamita","BC091621","Gravera","Male",76,2020,0
"Epidalea calamita","BC091622","Gravera","Female",68,2020,0
"Epidalea calamita","BC091623","Gravera","Female",70,2020,0
"Epidalea calamita","BC091624","Gravera","Male",67,2020,0
"Epidalea calamita","BC091625","Gravera","Male",54,2020,0
"Epidalea calamita","BC091625","Gravera","Male",70,2021,1
"Epidalea calamita","BC091626","Gravera","Female",53,2020,0
"Epidalea calamita","BC091626","Gravera","Female",78,2022,2
"Epidalea calamita","BC091627","Gravera","Juvenile",57,2020,0
"Epidalea calamita","BC091627","Gravera","Juvenile",82,2024,4
"Epidalea calamita","BC091628","Gravera","Juvenile",47,2020,0
"Alytes cisternasii","AC09144","Gravera","Female",48,2020,0
"Alytes cisternasii","AC09144","Gravera","Female",49,2024,4
"Alytes cisternasii","AC09156","Gravera","Female",49.5,2020,0
"Alytes cisternasii","AC09184","Gravera","Juvenile",38,2020,0
"Pelobates cultripes","PC090953","Gravera","Male",81,2020,0
"Pelobates cultripes","PC090964","Gravera","Male",88,2020,0
"Pelophylax perezi","RP091036","Gravera","Juvenile",44,2020,0
"Pleurodeles waltl","PW091742","Laguna","Male",110,2020,0
"Pleurodeles waltl","PW091743","Laguna","Female",90,2020,0
"Pleurodeles waltl","PW091744","Laguna","Female",105,2020,0
"Pleurodeles waltl","PW091745","Laguna","Male",95,2020,0
"Pleurodeles waltl","PW091746","Laguna","Male",90,2020,0
"Pleurodeles waltl","PW091746","Gravera","Male",95,2022,2
"Pleurodeles waltl","PW091746","Gravera","Male",93.5,2023,3
"Pleurodeles waltl","PW091747","Laguna","Female",112,2020,0
"Pleurodeles waltl","PW091506","Laguna","Male",83,2020,0
"Triturus marmoratus","TM09386","Laguna","Female",65,2020,0
"Triturus marmoratus","TM09387","Laguna","Female",70,2020,0
"Triturus marmoratus","TM09388","Laguna","Male",70,2020,0
"Triturus marmoratus","TM09389","Laguna","Male",73,2020,0
"Triturus marmoratus","TM09390","Laguna","Female",61,2020,0
"Triturus marmoratus","TM09390","Laguna","Female",69,2022,2
"Epidalea calamita","BC091502","Laguna","Male",76,2020,1
"Epidalea calamita","BC091629","Laguna","Male",84,2020,0
"Epidalea calamita","BC091630","Laguna","Male",78.5,2020,0
"Epidalea calamita","BC091630","Laguna","Male",82,2021,1
"Epidalea calamita","BC091630","Laguna","Male",86,2022,2
"Epidalea calamita","BC091631","Laguna","Male",61,2020,0
"Epidalea calamita","BC091632","Laguna","Male",83,2020,0
"Epidalea calamita","BC091633","Laguna","Male",84,2020,0
"Epidalea calamita","BC091634","Laguna","Male",78,2020,0
"Epidalea calamita","BC091635","Laguna","Male",79,2020,0
"Epidalea calamita","BC091636","Laguna","Male",60,2020,0
"Epidalea calamita","BC091637","Laguna","Female",81,2020,0
"Epidalea calamita","BC091638","Laguna","Male",78,2020,0
"Pelobates cultripes","PC090124","Laguna","Female",98,2020,0
"Pelobates cultripes","PC090124","Laguna","Female",105,2021,1
"Pelobates cultripes","PC090890","Laguna","Male",84,2020,2
"Pelobates cultripes","PC090890","Laguna","Male",89,2021,3
"Pelobates cultripes","PC090955","Laguna","Male",88,2020,0
"Pelobates cultripes","PC090965","Laguna","Male",81.5,2020,0
"Pelobates cultripes","PC090966","Laguna","Male",76,2020,0
"Pelobates cultripes","PC090967","Laguna","Male",71.5,2020,0
"Pelobates cultripes","PC090967","Laguna","Male",78.5,2021,1
"Pelobates cultripes","PC090968","Laguna","Male",88,2020,0
"Pelobates cultripes","PC090968","Laguna","Male",90,2021,1
"Pelophylax perezi","RP091038","Laguna","Male",64,2020,0
"Pelophylax perezi","RP091038","Laguna","Male",76,2021,1
"Bufo spinosus","BSFV46","Fuente_del_Valle","Male",100,2020,0
"Bufo spinosus","BSFV46","Fuente_del_Valle","Male",102,2021,1
"Bufo spinosus","BSFV46","Fuente_del_Valle","Male",102,2022,2
"Bufo spinosus","BSFV46","Fuente_del_Valle","Male",102,2023,3
"Bufo spinosus","BSFV46","Fuente_del_Valle","Male",107,2024,4
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",95,2020,0
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",101,2021,1
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",100,2022,2
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",99,2023,3
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",103.5,2024,4
"Bufo spinosus","BSFVXM1","Fuente_del_Valle","Male",98.5,2020,0
"Bufo spinosus","BSFVXM1","Fuente_del_Valle","Male",98.5,2021,1
"Bufo spinosus","BSFVXM1","Fuente_del_Valle","Male",101,2022,2
"Bufo spinosus","BSFVXM1","Fuente_del_Valle","Male",104,2024,4
"Bufo spinosus","BSFV48","Fuente_del_Valle","Male",100,2020,0
"Bufo spinosus","BSFV49","Fuente_del_Valle","Male",96,2020,0
"Bufo spinosus","BSFV49","Fuente_del_Valle","Male",99,2021,1
"Bufo spinosus","BSFV49","Fuente_del_Valle","Male",98,2022,2
"Bufo spinosus","BSFV50","Fuente_del_Valle","Male",90,2020,0
"Bufo spinosus","BSFV50","Fuente_del_Valle","Male",92,2021,1
"Bufo spinosus","BSFV50","Fuente_del_Valle","Male",97,2024,4
"Bufo spinosus","BSFVXM2","Fuente_del_Valle","Male",88,2020,0
"Bufo spinosus","BSFVXM2","Fuente_del_Valle","Male",96,2021,1
"Bufo spinosus","BSFV51","Fuente_del_Valle","Male",106,2020,0
"Bufo spinosus","BSFV51","Fuente_del_Valle","Male",111,2021,1
"Bufo spinosus","BSFV51","Fuente_del_Valle","Male",106,2022,2
"Bufo spinosus","BSFV51","Fuente_del_Valle","Male",106,2023,3
"Bufo spinosus","BSFV52","Fuente_del_Valle","Male",94,2020,0
"Bufo spinosus","BSFV53","Fuente_del_Valle","Male",105,2020,0
"Bufo spinosus","BSFV53","Fuente_del_Valle","Male",102,2022,2
"Bufo spinosus","BSFV53","Fuente_del_Valle","Male",102,2024,4
"Bufo spinosus","BSFV54","Fuente_del_Valle","Male",93.5,2020,0
"Bufo spinosus","BSFV54","Fuente_del_Valle","Male",93,2022,2
"Bufo spinosus","BSFV56","Fuente_del_Valle","Male",99,2020,0
"Bufo spinosus","BSFV56","Fuente_del_Valle","Male",103,2024,4
"Bufo spinosus","BSFV55","Fuente_del_Valle","Male",96,2020,0
"Bufo spinosus","BSFV55","Fuente_del_Valle","Male",96,2022,2
"Bufo spinosus","BSFV55","Fuente_del_Valle","Male",99.5,2024,4
"Bufo spinosus","BSFV57","Fuente_del_Valle","Male",93,2020,0
"Bufo spinosus","BSFV57","Fuente_del_Valle","Male",99.5,2021,1
"Bufo spinosus","BSFV57","Fuente_del_Valle","Male",97,2022,2
"Bufo spinosus","BSFV57","Fuente_del_Valle","Male",102.5,2023,3
"Bufo spinosus","BSFV57","Fuente_del_Valle","Male",103,2024,4
"Bufo spinosus","BSFV58","Fuente_del_Valle","Female",129,2020,0
"Bufo spinosus","BSFVXM3","Fuente_del_Valle","Male",91,2020,0
"Bufo spinosus","BSFVXM3","Fuente_del_Valle","Male",90,2022,2
"Bufo spinosus","BSFV59","Fuente_del_Valle","Male",91,2020,0
"Bufo spinosus","BSFV59","Fuente_del_Valle","Male",94,2021,1
"Bufo spinosus","BSFV59","Fuente_del_Valle","Male",91,2022,2
"Bufo spinosus","BSFV59","Fuente_del_Valle","Male",95,2024,4
"Bufo spinosus","BSFV60","Fuente_del_Valle","Female",137,2020,0
"Bufo spinosus","BSFVXM4","Fuente_del_Valle","Male",90,2020,0
"Bufo spinosus","BSFVXM4","Fuente_del_Valle","Male",90.5,2021,1
"Bufo spinosus","BSFV61","Fuente_del_Valle","Female",126,2020,0
"Bufo spinosus","BSFV61","Fuente_del_Valle","Female",130,2022,2
"Bufo spinosus","BSFV62","Fuente_del_Valle","Male",100,2020,0
"Bufo spinosus","BSFV63","Fuente_del_Valle","Male",100,2020,0
"Bufo spinosus","BSFV63","Fuente_del_Valle","Male",101,2021,1
"Bufo spinosus","BSFV63","Fuente_del_Valle","Male",100,2022,2
"Bufo spinosus","BSFV63","Fuente_del_Valle","Male",105,2023,3
"Bufo spinosus","BSFV63","Fuente_del_Valle","Male",105,2024,4
"Bufo spinosus","BSFV64","Fuente_del_Valle","Female",128,2020,0
"Bufo spinosus","BSFV64","Fuente_del_Valle","Female",130,2024,4
"Bufo spinosus","BSFV65","Fuente_del_Valle","Male",98.5,2020,0
"Bufo spinosus","BSFV65","Fuente_del_Valle","Male",103,2021,1
"Bufo spinosus","BSFV66","Fuente_del_Valle","Female",131,2020,0
"Bufo spinosus","BSFV66","Fuente_del_Valle","Female",117,2023,3
"Bufo spinosus","BSFV67","Fuente_del_Valle","Male",105,2020,0
"Bufo spinosus","BSFV67","Fuente_del_Valle","Male",105,2022,2
"Bufo spinosus","BSFV68","Fuente_del_Valle","Female",120,2020,0
"Bufo spinosus","BSFV69","Fuente_del_Valle","Male",101,2020,0
"Bufo spinosus","BSFV70","Fuente_del_Valle","Female",118,2020,0
"Bufo spinosus","BSFVXM5","Fuente_del_Valle","Male",100,2020,0
"Bufo spinosus","BSFVXM5","Fuente_del_Valle","Male",100,2021,1
"Bufo spinosus","BSFV71","Fuente_del_Valle","Female",114,2020,0
"Bufo spinosus","BSFV71","Fuente_del_Valle","Female",119,2022,2
"Bufo spinosus","BSFV71","Fuente_del_Valle","Female",120,2024,4
"Bufo spinosus","BSFV72","Fuente_del_Valle","Male",107.5,2020,0
"Bufo spinosus","BSFV73","Fuente_del_Valle","Female",132,2020,0
"Bufo spinosus","BSFV80","Fuente_del_Valle","Male",104,2020,0
"Bufo spinosus","BSFV80","Fuente_del_Valle","Male",103,2022,2
"Bufo spinosus","BSFV80","Fuente_del_Valle","Male",111,2024,4
"Bufo spinosus","BSFVXM8","Fuente_del_Valle","Male",102,2020,0
"Bufo spinosus","BSFVXM8","Fuente_del_Valle","Male",104,2021,1
"Bufo spinosus","BSFVXM8","Fuente_del_Valle","Male",108,2022,2
"Bufo spinosus","BSFVXM8","Fuente_del_Valle","Male",108,2023,3
"Bufo spinosus","BSFVXM8","Fuente_del_Valle","Male",110,2024,4
"Bufo spinosus","BSFV203","Fuente_del_Valle","Male",99,2020,0
"Bufo spinosus","BSFV203","Fuente_del_Valle","Male",104,2022,2
"Bufo spinosus","BSFV203","Fuente_del_Valle","Male",103.5,2024,4
"Bufo spinosus","BSFVXM9","Fuente_del_Valle","Male",100,2020,0
"Bufo spinosus","BSFVXM9","Fuente_del_Valle","Male",105,2021,1
"Bufo spinosus","BSFVXM9","Fuente_del_Valle","Male",102,2022,2
"Bufo spinosus","BSFVXM9","Fuente_del_Valle","Male",108,2024,4
"Bufo spinosus","BSFV81","Fuente_del_Valle","Male",101,2020,0
"Bufo spinosus","BSFV82","Fuente_del_Valle","Male",101,2020,0
"Bufo spinosus","BSFV83","Fuente_del_Valle","Male",100,2020,0
"Bufo spinosus","BSFV83","Fuente_del_Valle","Male",100.5,2024,4
"Bufo spinosus","BSFV84","Fuente_del_Valle","Male",103,2020,0
"Bufo spinosus","BSFV85","Fuente_del_Valle","Female",115,2020,0
"Bufo spinosus","BSFV86","Fuente_del_Valle","Male",101,2020,0
"Bufo spinosus","BSFV86","Fuente_del_Valle","Male",105,2024,4
"Bufo spinosus","BSFV88","Fuente_del_Valle","Male",100.5,2020,0
"Bufo spinosus","BSFV88","Fuente_del_Valle","Male",98,2022,2
"Bufo spinosus","BSFV88","Fuente_del_Valle","Male",100.5,2023,3
"Bufo spinosus","BSFV88","Fuente_del_Valle","Male",102.5,2024,4
"Bufo spinosus","BSFV89","Fuente_del_Valle","Male",90,2020,0
"Bufo spinosus","BSFV89","Fuente_del_Valle","Male",90,2022,2
"Bufo spinosus","BSFV90","Fuente_del_Valle","Male",103,2020,0
"Bufo spinosus","BSFV90","Fuente_del_Valle","Male",104,2022,2
"Bufo spinosus","BSFV90","Fuente_del_Valle","Male",106,2023,3
"Bufo spinosus","BSFV91","Fuente_del_Valle","Male",96,2020,0
"Bufo spinosus","BSFV91","Fuente_del_Valle","Male",98,2022,2
"Bufo spinosus","BSFV91","Fuente_del_Valle","Male",103,2023,3
"Bufo spinosus","BSFV92","Fuente_del_Valle","Female",136,2020,0
"Bufo spinosus","BSFV212","Fuente_del_Valle","Male",102.5,2020,0
"Bufo spinosus","BSFV212","Fuente_del_Valle","Male",103,2024,4
"Bufo spinosus","BSFVXM12","Fuente_del_Valle","Male",102,2020,0
"Bufo spinosus","BSFVXM12","Fuente_del_Valle","Male",101,2022,2
"Bufo spinosus","BSFV93","Fuente_del_Valle","Male",91,2020,0
"Bufo spinosus","BSFV93","Fuente_del_Valle","Male",89,2021,1
"Bufo spinosus","BSFV93","Fuente_del_Valle","Male",90,2022,2
"Bufo spinosus","BSFV93","Fuente_del_Valle","Male",92.5,2023,3
"Bufo spinosus","BSFV93","Fuente_del_Valle","Male",92,2024,4
"Bufo spinosus","BSFV94","Fuente_del_Valle","Male",113,2020,0
"Bufo spinosus","BSFV95","Fuente_del_Valle","Male",103,2020,0
"Bufo spinosus","BSFV95","Fuente_del_Valle","Male",104,2021,1
"Bufo spinosus","BSFV95","Fuente_del_Valle","Male",104,2022,2
"Bufo spinosus","BSFV95","Fuente_del_Valle","Male",105,2024,4
"Bufo spinosus","BSFV96","Fuente_del_Valle","Male",98,2020,0
"Bufo spinosus","BSFV96","Fuente_del_Valle","Male",104,2021,1
"Bufo spinosus","BSFV96","Fuente_del_Valle","Male",102,2022,2
"Bufo spinosus","BSFV96","Fuente_del_Valle","Male",108,2024,4
"Bufo spinosus","BSFV97","Fuente_del_Valle","Male",98,2020,0
"Bufo spinosus","BSFV98","Fuente_del_Valle","Male",100,2020,0
"Bufo spinosus","BSFV98","Fuente_del_Valle","Male",103.5,2022,2
"Bufo spinosus","BSFV99","Fuente_del_Valle","Male",99,2020,0
"Bufo spinosus","BSFV100","Fuente_del_Valle","Male",100,2020,0
"Bufo spinosus","BSFV100","Fuente_del_Valle","Male",106,2024,4
"Bufo spinosus","BSFV101","Fuente_del_Valle","Male",111,2020,0
"Bufo spinosus","BSFV101","Fuente_del_Valle","Male",109,2022,2
"Bufo spinosus","BSFV101","Fuente_del_Valle","Male",113.5,2024,4
"Bufo spinosus","BSFV107","Fuente_del_Valle","Male",94,2020,0
"Bufo spinosus","BSFV107","Fuente_del_Valle","Male",102.5,2022,2
"Bufo spinosus","BSFV107","Fuente_del_Valle","Male",102,2024,4
"Bufo spinosus","BSFV108","Fuente_del_Valle","Male",103,2020,0
"Bufo spinosus","BSFV108","Fuente_del_Valle","Male",98.5,2021,1
"Bufo spinosus","BSFV108","Fuente_del_Valle","Male",108,2024,4
"Bufo spinosus","BSFV109","Fuente_del_Valle","Male",104,2020,0
"Bufo spinosus","BSFV109","Fuente_del_Valle","Male",102,2022,2
"Bufo spinosus","BSFV109","Fuente_del_Valle","Male",102,2023,3
"Bufo spinosus","BSFV110","Fuente_del_Valle","Male",98,2020,0
"Bufo spinosus","BSFV110","Fuente_del_Valle","Male",94,2021,1
"Bufo spinosus","BSFV110","Fuente_del_Valle","Male",97,2022,2
"Alytes obstetricans","AOVT046","Valtierra","Female",54,2020,1
"Alytes obstetricans","AOVT046","Valtierra","Female",51,2021,2
"Alytes obstetricans","AOVT049","Valtierra","Male",46,2020,1
"Alytes obstetricans","AOVT049","Valtierra","Male",44,2021,2
"Alytes obstetricans","AOVT079","Valtierra","Female",53,2020,0
"Alytes obstetricans","AOVT008","Valtierra","Unknown",46,2020,2
"Alytes obstetricans","AOVT080","Valtierra","Male",46,2020,0
"Alytes obstetricans","AOVT080","Valtierra","Male",45,2021,1
"Alytes obstetricans","AOVT076","Valtierra","Unknown",44,2020,1
"Alytes obstetricans","AOVT081","Valtierra","Male",46,2020,0
"Bufo spinosus","BSFVXM13","Fuente_del_Valle","Male",99,2020,0
"Bufo spinosus","BSFVXM13","Fuente_del_Valle","Male",98,2022,2
"Bufo spinosus","BSFVXM13","Fuente_del_Valle","Male",101,2024,4
"Bufo spinosus","BSFV121","Fuente_del_Valle","Male",101,2020,0
"Bufo spinosus","BSFV121","Fuente_del_Valle","Male",103,2022,2
"Bufo spinosus","BSFV122","Fuente_del_Valle","Male",98,2020,0
"Bufo spinosus","BSFV123","Fuente_del_Valle","Male",99,2020,0
"Bufo spinosus","BSFV124","Fuente_del_Valle","Male",101,2020,0
"Bufo spinosus","BSFV124","Fuente_del_Valle","Male",110,2024,4
"Bufo spinosus","BB09082","Bustarviejo","Male",94.5,2020,0
"Bufo spinosus","BB09082","Bustarviejo","Male",97,2021,1
"Bufo spinosus","BB09060","Bustarviejo","Male",107.5,2020,0
"Bufo spinosus","BB09060","Bustarviejo","Male",112,2021,1
"Bufo spinosus","BB09060","Bustarviejo","Male",110,2022,2
"Bufo spinosus","BB09060","Bustarviejo","Male",110,2023,3
"Bufo spinosus","BB09060","Bustarviejo","Male",107,2024,4
"Bufo spinosus","BB09083","Bustarviejo","Male",101,2020,0
"Bufo spinosus","BB09083","Bustarviejo","Male",103,2021,1
"Bufo spinosus","BB09084","Bustarviejo","Male",102,2020,0
"Bufo spinosus","BB09084","Bustarviejo","Male",106,2021,1
"Bufo spinosus","BB09084","Bustarviejo","Male",103,2022,2
"Bufo spinosus","BB09084","Bustarviejo","Male",104.5,2023,3
"Bufo spinosus","BB09085","Bustarviejo","Male",103.5,2020,0
"Bufo spinosus","BB09085","Bustarviejo","Male",109,2021,1
"Bufo spinosus","BB09085","Bustarviejo","Male",107,2022,2
"Bufo spinosus","BB09085","Bustarviejo","Male",106,2023,3
"Bufo spinosus","BB09085","Bustarviejo","Male",107,2024,4
"Bufo spinosus","BB09065","Bustarviejo","Male",102,2020,0
"Bufo spinosus","BB09086","Bustarviejo","Male",101.5,2020,0
"Bufo spinosus","BB09086","Bustarviejo","Male",103,2021,1
"Bufo spinosus","BB09087","Bustarviejo","Male",97.5,2020,0
"Bufo spinosus","BB09087","Bustarviejo","Male",102,2021,1
"Bufo spinosus","BB09087","Bustarviejo","Male",105,2022,2
"Bufo spinosus","BB09087","Bustarviejo","Male",100.5,2023,3
"Bufo spinosus","BB09063","Bustarviejo","Male",104,2020,0
"Bufo spinosus","BB09063","Bustarviejo","Male",106,2021,1
"Bufo spinosus","BB09063","Bustarviejo","Male",110.5,2022,2
"Bufo spinosus","BB09063","Bustarviejo","Male",109,2023,3
"Bufo spinosus","BB09088","Bustarviejo","Male",112,2020,0
"Bufo spinosus","BB09088","Bustarviejo","Male",113,2021,1
"Bufo spinosus","BB09089","Bustarviejo","Male",95,2020,0
"Bufo spinosus","BB09089","Bustarviejo","Male",95,2021,1
"Bufo spinosus","BB09089","Bustarviejo","Male",96,2022,2
"Bufo spinosus","BB09089","Bustarviejo","Male",96,2023,3
"Bufo spinosus","BB09062","Bustarviejo","Male",110,2020,0
"Bufo spinosus","BB09062","Bustarviejo","Male",109,2021,1
"Bufo spinosus","BB09090","Bustarviejo","Male",97,2020,0
"Bufo spinosus","BB09090","Bustarviejo","Male",97,2021,1
"Bufo spinosus","BB09090","Bustarviejo","Male",97,2022,2
"Bufo spinosus","BB09091","Bustarviejo","Male",106,2020,0
"Bufo spinosus","BB09091","Bustarviejo","Male",108,2021,1
"Bufo spinosus","BB09091","Bustarviejo","Male",108,2022,2
"Bufo spinosus","BB09091","Bustarviejo","Male",108,2023,3
"Bufo spinosus","BB09091","Bustarviejo","Male",113,2024,4
"Bufo spinosus","BB09092","Bustarviejo","Male",105,2020,0
"Bufo spinosus","BB09092","Bustarviejo","Male",111,2021,1
"Bufo spinosus","BB09092","Bustarviejo","Male",107,2022,2
"Bufo spinosus","BB09092","Bustarviejo","Male",107.5,2023,3
"Bufo spinosus","BB09093","Bustarviejo","Male",98,2020,0
"Bufo spinosus","BB09094","Bustarviejo","Male",102,2020,0
"Bufo spinosus","BB09095","Bustarviejo","Male",106,2020,0
"Bufo spinosus","BB09096","Bustarviejo","Male",100,2020,0
"Bufo spinosus","BB09096","Bustarviejo","Male",104,2021,1
"Bufo spinosus","BB09096","Bustarviejo","Male",106,2022,2
"Bufo spinosus","BB09097","Bustarviejo","Male",100,2020,0
"Bufo spinosus","BB09097","Bustarviejo","Male",101,2021,1
"Bufo spinosus","BB09097","Bustarviejo","Male",102,2022,2
"Bufo spinosus","BB09097","Bustarviejo","Male",100,2023,3
"Bufo spinosus","BB09098","Bustarviejo","Male",98,2020,0
"Bufo spinosus","BB09098","Bustarviejo","Male",100,2021,1
"Bufo spinosus","BB09099","Bustarviejo","Male",101,2020,0
"Bufo spinosus","BB09100","Bustarviejo","Male",117,2020,0
"Bufo spinosus","BB09100","Bustarviejo","Male",118,2021,1
"Bufo spinosus","BB09100","Bustarviejo","Male",121,2022,2
"Bufo spinosus","BB09100","Bustarviejo","Male",117,2023,3
"Bufo spinosus","BB09100","Bustarviejo","Male",120,2024,4
"Bufo spinosus","BB09101","Bustarviejo","Male",100,2020,0
"Bufo spinosus","BB09101","Bustarviejo","Male",102,2021,1
"Bufo spinosus","BB09101","Bustarviejo","Male",102.5,2022,2
"Alytes obstetricans","AOVT082","Valtierra","Female",51,2020,0
"Alytes obstetricans","AOVT082","Valtierra","Female",52,2021,1
"Alytes obstetricans","AOVT083","Valtierra","Unknown",47,2020,0
"Alytes obstetricans","AOVT084","Valtierra","Unknown",45,2020,0
"Alytes obstetricans","AOVT071","Valtierra","Female",45.5,2020,1
