"Species","ID","Pop","Sex","SVL_mm","year","years_from_mark"
"Epidalea calamita","BC090597","Laguna","Male",80,2015,0
"Epidalea calamita","BC090597","Laguna","Male",80,2016,1
"Epidalea calamita","BC090597","Laguna","Male",83,2017,2
"Epidalea calamita","BC090597","Laguna","Male",79,2018,3
"Epidalea calamita","BC090598","Laguna","Male",74,2015,0
"Epidalea calamita","BC090599","Laguna","Male",88,2015,0
"Epidalea calamita","BC090599","Laguna","Male",88,2018,3
"Epidalea calamita","BC090600","Laguna","Male",81,2015,0
"Epidalea calamita","BC090601","Laguna","Male",77,2015,0
"Epidalea calamita","BC090602","Laguna","Male",77,2015,0
"Epidalea calamita","BC090602","Laguna","Male",81,2017,2
"Epidalea calamita","BC090602","Laguna","Male",82,2018,3
"Epidalea calamita","BC090603","Laguna","Male",86,2015,0
"Epidalea calamita","BC090603","Laguna","Male",89,2016,1
"Epidalea calamita","BC090603","Laguna","Male",91,2017,2
"Epidalea calamita","BC090603","Laguna","Male",91,2018,3
"Epidalea calamita","BC090603","Laguna","Male",93,2020,5
"Epidalea calamita","BC090603","Laguna","Male",92.5,2021,6
"Epidalea calamita","BC090604","Laguna","Female",75,2015,0
"Epidalea calamita","BC090605","Laguna","Male",74,2015,0
"Epidalea calamita","BC090606","Laguna","Male",72,2015,0
"Epidalea calamita","BC090606","Laguna","Male",79,2016,1
"Epidalea calamita","BC090606","Laguna","Male",78.5,2017,2
"Epidalea calamita","BC090607","Laguna","Male",79,2015,0
"Epidalea calamita","BC090607","Laguna","Male",84,2017,2
"Pelobates cultripes","PC090775","Laguna","Male",81,2015,0
"Epidalea calamita","BC090692","Laguna","Male",78,2015,0
"Epidalea calamita","BC090693","Laguna","Female",72,2015,0
"Epidalea calamita","BC090694","Laguna","Male",90,2015,0
"Epidalea calamita","BC090695","Laguna","Male",86,2015,0
"Epidalea calamita","BC090696","Laguna","Male",74,2015,0
"Epidalea calamita","BC090697","Laguna","Female",83,2015,0
"Epidalea calamita","BC090698","Laguna","Male",71,2015,0
"Epidalea calamita","BC090698","Laguna","Male",78,2018,3
"Epidalea calamita","BC090699","Laguna","Male",69,2015,0
"Epidalea calamita","BC090700","Laguna","Female",81,2015,0
"Epidalea calamita","BC090701","Laguna","Male",75,2015,0
"Epidalea calamita","BC090701","Laguna","Male",79,2016,1
"Epidalea calamita","BC090702","Laguna","Female",86,2015,0
"Epidalea calamita","BC090703","Laguna","Male",77,2015,0
"Epidalea calamita","BC090704","Laguna","Female",83,2015,0
"Epidalea calamita","BC090705","Laguna","Male",75,2015,0
"Epidalea calamita","BC090706","Laguna","Male",68,2015,0
"Epidalea calamita","BC090706","Laguna","Male",71,2016,1
"Epidalea calamita","BC090707","Laguna","Male",77,2015,0
"Epidalea calamita","BC090708","Laguna","Female",82,2015,0
"Epidalea calamita","BC090708","Laguna","Female",85,2020,5
"Epidalea calamita","BC090709","Laguna","Male",74,2015,0
"Epidalea calamita","BC090709","Laguna","Male",78,2018,3
"Epidalea calamita","BC090709","Laguna","Male",78,2019,4
"Epidalea calamita","BC090709","Laguna","Male",84,2022,7
"Epidalea calamita","BC090710","Laguna","Female",79,2015,0
"Epidalea calamita","BC090711","Laguna","Male",79,2015,0
"Epidalea calamita","BC090712","Laguna","Female",84,2015,0
"Epidalea calamita","BC090713","Laguna","Male",75,2015,0
"Epidalea calamita","BC090714","Laguna","Female",90,2015,0
"Epidalea calamita","BC090715","Laguna","Female",84,2015,0
"Epidalea calamita","BC090715","Laguna","Female",90,2017,2
"Epidalea calamita","BC090716","Laguna","Female",84,2015,0
"Epidalea calamita","BC090717","Laguna","Male",70,2015,0
"Epidalea calamita","BC090717","Laguna","Male",73,2016,1
"Epidalea calamita","BC090718","Laguna","Female",77,2015,0
"Epidalea calamita","BC090719","Laguna","Male",72,2015,0
"Epidalea calamita","BC090720","Laguna","Female",80,2015,0
"Epidalea calamita","BC090721","Laguna","Male",86,2015,0
"Epidalea calamita","BC090722","Laguna","Male",77,2015,0
"Epidalea calamita","BC090723","Laguna","Male",79,2015,0
"Epidalea calamita","BC090723","Laguna","Male",79,2016,1
"Epidalea calamita","BC090723","Laguna","Male",84,2021,6
"Epidalea calamita","BC090723","Laguna","Male",87,2022,7
"Epidalea calamita","BC090724","Laguna","Male",81,2015,0
"Epidalea calamita","BC090724","Laguna","Male",82,2018,3
"Epidalea calamita","BC090725","Laguna","Female",82,2015,0
"Epidalea calamita","BC090726","Laguna","Female",79,2015,0
"Epidalea calamita","BC090727","Laguna","Female",71,2015,0
"Epidalea calamita","BC090728","Laguna","Female",79,2015,0
"Epidalea calamita","BC090729","Laguna","Male",75,2015,0
"Epidalea calamita","BC090729","Laguna","Male",75,2016,1
"Epidalea calamita","BC090730","Laguna","Female",68,2015,0
"Epidalea calamita","BC090731","Laguna","Male",81,2015,0
"Epidalea calamita","BC090731","Laguna","Male",83,2016,1
"Epidalea calamita","BC090731","Laguna","Male",83,2017,2
"Epidalea calamita","BC090731","Laguna","Male",82,2018,3
"Epidalea calamita","BC090731","Laguna","Male",86,2021,6
"Epidalea calamita","BC090732","Laguna","Male",74,2015,0
"Epidalea calamita","BC090733","Laguna","Female",77,2015,0
"Epidalea calamita","BC090734","Laguna","Female",89,2015,0
"Epidalea calamita","BC090735","Laguna","Male",77,2015,0
"Epidalea calamita","BC090736","Laguna","Female",78,2015,0
"Epidalea calamita","BC090737","Laguna","Male",72,2015,0
"Epidalea calamita","BC090738","Laguna","Male",74,2015,0
"Epidalea calamita","BC090738","Laguna","Male",81,2018,3
"Epidalea calamita","BC090739","Laguna","Female",83,2015,0
"Epidalea calamita","BC090740","Laguna","Male",78,2015,0
"Epidalea calamita","BC090740","Laguna","Male",82,2016,1
"Epidalea calamita","BC090740","Laguna","Male",83,2018,3
"Epidalea calamita","BC090741","Laguna","Male",75,2015,0
"Epidalea calamita","BC090741","Laguna","Male",80,2016,1
"Epidalea calamita","BC090742","Laguna","Male",84,2015,0
"Epidalea calamita","BC090743","Laguna","Female",63,2015,0
"Epidalea calamita","BC090744","Laguna","Male",78,2015,0
"Epidalea calamita","BC090745","Laguna","Male",78,2015,0
"Epidalea calamita","BC090746","Laguna","Male",76,2015,0
"Epidalea calamita","BC090747","Laguna","Male",81,2015,0
"Epidalea calamita","BC090748","Laguna","Male",81,2015,0
"Epidalea calamita","BC090749","Laguna","Male",76,2015,0
"Epidalea calamita","BC090750","Laguna","Female",76,2015,0
"Epidalea calamita","BC090750","Laguna","Female",78,2019,4
"Epidalea calamita","BC090751","Laguna","Male",74,2015,0
"Epidalea calamita","BC090752","Laguna","Female",85,2015,0
"Epidalea calamita","BC090752","Laguna","Female",85,2016,1
"Epidalea calamita","BC090753","Laguna","Female",91,2015,0
"Epidalea calamita","BC090754","Laguna","Male",76,2015,0
"Epidalea calamita","BC090755","Laguna","Female",89,2015,0
"Epidalea calamita","BC090756","Laguna","Female",77,2015,0
"Epidalea calamita","BC090756","Laguna","Female",77,2016,1
"Epidalea calamita","BC090757","Laguna","Male",72,2015,0
"Epidalea calamita","BC090758","Laguna","Female",74,2015,0
"Epidalea calamita","BC090759","Laguna","Male",84,2015,0
"Epidalea calamita","BC090760","Laguna","Male",88,2015,0
"Epidalea calamita","BC090761","Laguna","Male",71,2015,0
"Epidalea calamita","BC090762","Laguna","Female",72,2015,0
"Epidalea calamita","BC090763","Laguna","Female",76,2015,0
"Epidalea calamita","BC090764","Laguna","Male",87,2015,0
"Epidalea calamita","BC090765","Laguna","Male",70,2015,0
"Epidalea calamita","BC090765","Laguna","Male",76,2018,3
"Epidalea calamita","BC090766","Laguna","Male",74,2015,0
"Epidalea calamita","BC090767","Laguna","Male",79,2015,0
"Epidalea calamita","BC090767","Laguna","Male",80,2018,3
"Epidalea calamita","BC090768","Laguna","Male",83,2015,0
"Epidalea calamita","BC090768","Laguna","Male",86,2016,1
"Epidalea calamita","BC090769","Laguna","Female",78,2015,0
"Epidalea calamita","BC090770","Laguna","Male",75,2015,0
"Epidalea calamita","BC090771","Laguna","Male",76,2015,0
"Epidalea calamita","BC090772","Laguna","Male",77,2015,0
"Epidalea calamita","BC090772","Laguna","Male",86,2016,1
"Epidalea calamita","BC090772","Laguna","Male",83,2017,2
"Epidalea calamita","BC090773","Laguna","Male",73,2015,0
"Epidalea calamita","BC090774","Laguna","Male",77,2015,0
"Epidalea calamita","BC090774","Laguna","Male",86,2021,6
"Epidalea calamita","BC090774","Laguna","Male",90,2022,7
"Epidalea calamita","BC090775","Laguna","Female",77,2015,0
"Epidalea calamita","BC090776","Laguna","Male",72,2015,0
"Epidalea calamita","BC090777","Laguna","Female",77,2015,0
"Epidalea calamita","BC090778","Laguna","Male",79,2015,0
"Epidalea calamita","BC090779","Laguna","Female",77,2015,0
"Epidalea calamita","BC090780","Laguna","Male",72,2015,0
"Epidalea calamita","BC090780","Laguna","Male",78,2016,1
"Epidalea calamita","BC090781","Laguna","Female",89,2015,0
"Epidalea calamita","BC090781","Laguna","Female",94,2021,6
"Epidalea calamita","BC090782","Laguna","Male",79,2015,0
"Epidalea calamita","BC090783","Laguna","Male",71,2015,0
"Epidalea calamita","BC090784","Laguna","Female",84,2015,0
"Epidalea calamita","BC090785","Laguna","Female",70,2015,0
"Epidalea calamita","BC090786","Laguna","Female",83,2015,0
"Epidalea calamita","BC090786","Laguna","Female",86,2022,7
"Epidalea calamita","BC090787","Laguna","Female",91,2015,0
"Hyla molleri","HY090541","Laguna","Male",48,2015,0
"Hyla molleri","HY090542","Laguna","Female",51,2015,0
"Hyla molleri","HY090543","Laguna","Female",55,2015,0
"Hyla molleri","HY090544","Laguna","Female",53,2015,0
"Hyla molleri","HY090545","Laguna","Male",46,2015,0
"Epidalea calamita","BC090096","Laguna","Female",83,2015,0
"Epidalea calamita","BC090214","Laguna","Female",84,2015,0
"Epidalea calamita","BC090228","Laguna","Male",85,2015,0
"Epidalea calamita","BC090235","Laguna","Female",79,2015,0
"Epidalea calamita","BC090269","Laguna","Male",76.5,2015,0
"Epidalea calamita","BC090290","Laguna","Female",70,2015,0
"Epidalea calamita","BC090290","Laguna","Female",71,2018,3
"Epidalea calamita","BC090290","Laguna","Female",81,2024,9
"Epidalea calamita","BC090362","Laguna","Female",72,2015,0
"Epidalea calamita","BC090370","Laguna","Female",78,2015,0
"Epidalea calamita","BC090371","Laguna","Male",72,2015,0
"Epidalea calamita","BC090371","Laguna","Male",82,2016,1
"Epidalea calamita","BC090371","Laguna","Male",79,2017,2
"Epidalea calamita","BC090384","Laguna","Female",75,2015,0
"Epidalea calamita","BC090788","Laguna","Female",64,2015,0
"Epidalea calamita","BC090789","Laguna","Female",71,2015,0
"Epidalea calamita","BC090789","Laguna","Female",88,2021,6
"Epidalea calamita","BC090790","Laguna","Female",78,2015,0
"Epidalea calamita","BC090791","Laguna","Male",75,2015,0
"Epidalea calamita","BC090791","Laguna","Male",84,2016,1
"Pleurodeles waltl","PW090949","Laguna","Female",109,2015,0
"Pleurodeles waltl","PW090949","Laguna","Female",105,2016,1
"Pleurodeles waltl","PW090950","Laguna","Female",120,2015,0
"Pleurodeles waltl","PW090951","Laguna","Female",123,2015,0
"Pleurodeles waltl","PW090952","Laguna","Female",113,2015,0
"Pleurodeles waltl","PW090953","Laguna","Female",107,2015,0
"Hyla molleri","HY090549","Laguna","Female",52,2015,0
"Hyla molleri","HY090549","Laguna","Female",57,2018,3
"Hyla molleri","HY090550","Laguna","Female",47,2015,0
"Hyla molleri","HY090551","Laguna","Male",45,2015,0
"Hyla molleri","HY090552","Laguna","Female",50,2015,0
"Hyla molleri","HY090553","Laguna","Female",52,2015,0
"Pelophylax perezi","RP090600","Laguna","Female",79,2015,0
"Pelophylax perezi","RP090601","Laguna","Female",96,2015,0
"Pelophylax perezi","RP090602","Laguna","Female",82,2015,0
"Pelophylax perezi","RP090602","Laguna","Female",93,2016,1
"Pelophylax perezi","RP090603","Laguna","Female",91,2015,0
"Pelophylax perezi","RP090603","Laguna","Female",102,2017,2
"Pelophylax perezi","RP090604","Laguna","Male",80,2015,0
"Pelophylax perezi","RP090605","Laguna","Male",74.5,2015,0
"Pleurodeles waltl","PW090222","Laguna","Female",145,2015,0
"Pleurodeles waltl","PW090342","Laguna","Male",116,2015,0
"Pleurodeles waltl","PW090342","Laguna","Male",108,2016,1
"Pleurodeles waltl","PW090829","Laguna","Female",115,2015,0
"Pleurodeles waltl","PW090829","Laguna","Female",112,2018,3
"Pelophylax perezi","RP090579","Laguna","Female",77.5,2015,1
"Hyla molleri","HY090554","Laguna","Female",51,2015,0
"Hyla molleri","HY090555","Laguna","Male",45,2015,0
"Pelophylax perezi","RP090606","Laguna","Female",95,2015,0
"Hyla molleri","HY090556","Gravera","Male",45,2015,0
"Hyla molleri","HY090557","Gravera","Male",46,2015,0
"Hyla molleri","HY090558","Gravera","Male",48,2015,0
"Hyla molleri","HY090559","Gravera","Male",45,2015,0
"Hyla molleri","HY090560","Gravera","Male",44,2015,0
"Pelophylax perezi","RP090607","Gravera","Female",85,2015,0
"Pelophylax perezi","RP090608","Gravera","Female",83,2015,0
"Pelophylax perezi","RP090609","Gravera","Male",76,2015,0
"Pelophylax perezi","RP090610","Gravera","Male",76,2015,0
"Pelophylax perezi","RP090611","Gravera","Male",72,2015,0
"Pelophylax perezi","RP090612","Gravera","Male",73,2015,0
"Pelophylax perezi","RP090613","Gravera","Male",69,2015,0
"Pelophylax perezi","RP090614","Gravera","Female",88,2015,0
"Pelophylax perezi","RP090615","Gravera","Female",75.5,2015,0
"Pelophylax perezi","RP090616","Gravera","Male",69,2015,0
"Pelophylax perezi","RP090617","Gravera","Male",72,2015,0
"Pelophylax perezi","RP090618","Gravera","Male",68,2015,0
"Pelophylax perezi","RP090619","Gravera","Male",76,2015,0
"Pelophylax perezi","RP090619","Gravera","Male",80,2017,2
"Pelophylax perezi","RP090619","Gravera","Male",82,2018,3
"Pelophylax perezi","RP090620","Gravera","Juvenile",56,2015,0
"Pelophylax perezi","RP090621","Gravera","Male",64,2015,0
"Pelophylax perezi","RP090622","Gravera","Male",53,2015,0
"Pelophylax perezi","RP090581","Gravera","Male",71,2015,1
"Pleurodeles waltl","PW091046","Gravera","Female",120,2015,0
"Pleurodeles waltl","PW091047","Gravera","Female",129,2015,0
"Pleurodeles waltl","PW091047","Gravera","Female",124,2018,3
"Pleurodeles waltl","PW091047","Gravera","Female",121,2021,6
"Pleurodeles waltl","PW091047","Gravera","Female",123,2022,7
"Pleurodeles waltl","PW091048","Gravera","Male",90,2015,0
"Pleurodeles waltl","PW091049","Gravera","Male",113,2015,0
"Pleurodeles waltl","PW091050","Gravera","Female",116,2015,0
"Pleurodeles waltl","PW091050","Gravera","Female",115,2017,2
"Pleurodeles waltl","PW091050","Gravera","Female",106,2018,3
"Pleurodeles waltl","PW091051","Gravera","Female",125,2015,0
"Pleurodeles waltl","PW091051","Gravera","Female",116,2018,3
"Pleurodeles waltl","PW091052","Gravera","Male",113,2015,0
"Pleurodeles waltl","PW091052","Gravera","Male",107,2018,3
"Pleurodeles waltl","PW091053","Gravera","Female",116,2015,0
"Pleurodeles waltl","PW091053","Gravera","Female",123,2017,2
"Pleurodeles waltl","PW091053","Gravera","Female",113,2018,3
"Pleurodeles waltl","PW091054","Gravera","Female",97,2015,0
"Pleurodeles waltl","PW091054","Gravera","Female",105,2021,6
"Pleurodeles waltl","PW091054","Gravera","Female",110,2022,7
"Pelophylax perezi","RP090623","Gravera","Female",79,2015,0
"Pelophylax perezi","RP090624","Gravera","Female",75,2015,0
"Pelophylax perezi","RP090625","Gravera","Male",67.5,2015,0
"Pelophylax perezi","RP090626","Gravera","Male",67,2015,0
"Pelophylax perezi","RP090627","Gravera","Male",65.5,2015,0
"Pelophylax perezi","RP090628","Gravera","Male",71.5,2015,0
"Pelophylax perezi","RP090629","Gravera","Male",44,2015,0
"Pelophylax perezi","RP090630","Gravera","Female",75,2015,0
"Pelophylax perezi","RP090631","Gravera","Male",74,2015,0
"Pelophylax perezi","RP090632","Gravera","Male",68,2015,0
"Pelophylax perezi","RP090633","Gravera","Male",78,2015,0
"Pelophylax perezi","RP090634","Gravera","Male",66,2015,0
"Pelophylax perezi","RP090634","Gravera","Male",78,2017,2
"Pleurodeles waltl","PW090415","Gravera","Female",114,2015,0
"Pleurodeles waltl","PW090475","Gravera","Female",135,2015,0
"Pleurodeles waltl","PW090475","Gravera","Female",123,2018,3
"Pleurodeles waltl","PW090616","Gravera","Female",129,2015,0
"Pleurodeles waltl","PW090635","Gravera","Male",115,2015,0
"Pleurodeles waltl","PW090635","Gravera","Male",110,2018,3
"Pelophylax perezi","RP090463","Gravera","Male",75,2015,0
"Pelophylax perezi","RP090589","Gravera","Female",80.5,2015,1
"Pleurodeles waltl","PW091055","Gravera","Female",120,2015,0
"Pleurodeles waltl","PW091056","Gravera","Female",91,2015,0
"Pleurodeles waltl","PW091056","Gravera","Female",116,2017,2
"Pleurodeles waltl","PW091057","Gravera","Juvenile",78,2015,0
"Pleurodeles waltl","PW091057","Gravera","Juvenile",110,2017,2
"Pleurodeles waltl","PW091058","Gravera","Male",113,2015,0
"Pleurodeles waltl","PW090659","Gravera","Female",136,2015,0
"Pleurodeles waltl","PW090659","Gravera","Female",126,2018,3
"Pleurodeles waltl","PW090680","Gravera","Female",128,2015,0
"Epidalea calamita","BC091018","Laguna","Male",82,2016,0
"Epidalea calamita","BC091019","Laguna","Male",82,2016,0
"Epidalea calamita","BC091019","Laguna","Male",83,2017,1
"Epidalea calamita","BC091020","Laguna","Male",82,2016,0
"Epidalea calamita","BC091021","Laguna","Male",80,2016,0
"Epidalea calamita","BC091022","Laguna","Male",75,2016,0
"Epidalea calamita","BC091023","Laguna","Male",82,2016,0
"Epidalea calamita","BC091024","Laguna","Male",73,2016,0
"Epidalea calamita","BC091025","Laguna","Male",87,2016,0
"Epidalea calamita","BC091025","Laguna","Male",90,2017,1
"Epidalea calamita","BC091026","Laguna","Male",84,2016,0
"Epidalea calamita","BC091027","Laguna","Female",93,2016,0
"Epidalea calamita","BC091027","Laguna","Female",100,2020,4
"Epidalea calamita","BC091027","Laguna","Female",100,2021,5
"Epidalea calamita","BC091028","Laguna","Male",82,2016,0
"Epidalea calamita","BC091028","Laguna","Male",86,2017,1
"Epidalea calamita","BC091028","Laguna","Male",86,2018,2
"Epidalea calamita","BC091028","Laguna","Male",92,2020,4
"Epidalea calamita","BC091029","Laguna","Male",76,2016,0
"Epidalea calamita","BC091029","Laguna","Male",78,2017,1
"Epidalea calamita","BC091029","Laguna","Male",75,2018,2
"Epidalea calamita","BC091030","Laguna","Male",86,2016,0
"Epidalea calamita","BC091031","Laguna","Female",78,2016,0
"Epidalea calamita","BC091032","Laguna","Male",84,2016,0
"Pelobates cultripes","PC090785","Laguna","Male",84,2016,0
"Pelobates cultripes","PC090786","Laguna","Female",97,2016,0
"Pelobates cultripes","PC090787","Laguna","Female",90,2016,0
"Pelobates cultripes","PC090788","Laguna","Male",85,2016,0
"Pelobates cultripes","PC090789","Laguna","Female",95,2016,0
"Pelobates cultripes","PC090790","Laguna","Female",88,2016,0
"Pelobates cultripes","PC090790","Laguna","Female",95,2019,3
"Pelobates cultripes","PC090791","Laguna","Female",96,2016,0
"Pelobates cultripes","PC090792","Laguna","Female",85,2016,0
"Pelobates cultripes","PC090793","Laguna","Female",84,2016,0
"Pelobates cultripes","PC090794","Laguna","Female",90,2016,0
"Pelobates cultripes","PC090795","Laguna","Female",92,2016,0
"Pelobates cultripes","PC090796","Laguna","Female",90,2016,0
"Pelobates cultripes","PC090797","Laguna","Female",86,2016,0
"Pelobates cultripes","PC090798","Laguna","Male",94,2016,0
"Pelobates cultripes","PC090798","Laguna","Male",93,2017,1
"Pelobates cultripes","PC090798","Laguna","Male",98,2018,2
"Pelobates cultripes","PC090798","Laguna","Male",103,2019,3
"Pelobates cultripes","PC090799","Laguna","Female",86,2016,0
"Pelobates cultripes","PC090800","Laguna","Male",82,2016,0
"Pelobates cultripes","PC090800","Laguna","Male",87,2020,4
"Hyla molleri","HY090561","Laguna","Female",58,2016,0
"Hyla molleri","HY090562","Laguna","Female",59,2016,0
"Hyla molleri","HY090563","Laguna","Female",54,2016,0
"Hyla molleri","HY090564","Laguna","Female",56,2016,0
"Hyla molleri","HY090565","Laguna","Male",43.5,2016,0
"Hyla molleri","HY090566","Laguna","Male",42,2016,0
"Hyla molleri","HY090567","Laguna","Female",46,2016,0
"Hyla molleri","HY090568","Laguna","Male",43,2016,0
"Hyla molleri","HY090569","Laguna","Female",51,2016,0
"Hyla molleri","HY090570","Laguna","Female",56,2016,0
"Hyla molleri","HY090571","Laguna","Female",47,2016,0
"Epidalea calamita","BC091014","Laguna","Male",89,2016,0
"Epidalea calamita","BC091017","Laguna","Male",87,2016,0
"Pelobates cultripes","PC090284","Laguna","Female",102,2016,0
"Pelobates cultripes","PC090284","Laguna","Female",102,2017,1
"Pelobates cultripes","PC090782","Laguna","Male",80,2016,0
"Pelobates cultripes","PC090783","Laguna","Male",76,2016,0
"Pelobates cultripes","PC090784","Laguna","Male",95,2016,0
"Pelobates cultripes","PC090784","Laguna","Male",97,2018,2
"Epidalea calamita","BC091033","Laguna","Male",84,2016,0
"Epidalea calamita","BC091033","Laguna","Male",85,2017,1
"Epidalea calamita","BC091034","Laguna","Male",84,2016,0
"Epidalea calamita","BC091035","Laguna","Female",90,2016,0
"Pelobates cultripes","PC090801","Laguna","Female",90,2016,0
"Pelobates cultripes","PC090802","Laguna","Male",87,2016,0
"Epidalea calamita","BC091013","Laguna","Male",79,2016,0
"Epidalea calamita","BC091013","Laguna","Male",79,2017,1
"Pleurodeles waltl","PW091076","Laguna","Female",142,2016,0
"Pleurodeles waltl","PW091077","Laguna","Male",110,2016,0
"Pleurodeles waltl","PW091077","Laguna","Male",100,2022,6
"Pleurodeles waltl","PW091078","Laguna","Male",105,2016,0
"Pleurodeles waltl","PW091078","Laguna","Male",97,2022,6
"Pleurodeles waltl","PW091079","Laguna","Male",103,2016,0
"Pleurodeles waltl","PW091079","Laguna","Male",101,2022,6
"Pleurodeles waltl","PW091080","Laguna","Male",101,2016,0
"Pleurodeles waltl","PW091080","Laguna","Male",95,2021,5
"Pleurodeles waltl","PW091081","Laguna","Male",102,2016,0
"Pleurodeles waltl","PW091082","Laguna","Male",116,2016,0
"Pleurodeles waltl","PW091082","Laguna","Male",104,2018,2
"Epidalea calamita","BC091036","Laguna","Male",78,2016,0
"Epidalea calamita","BC091037","Laguna","Male",81,2016,0
"Epidalea calamita","BC091038","Laguna","Male",84,2016,0
"Epidalea calamita","BC091039","Laguna","Male",78,2016,0
"Epidalea calamita","BC091039","Laguna","Male",77,2017,1
"Epidalea calamita","BC091039","Laguna","Male",77,2018,2
"Epidalea calamita","BC091040","Laguna","Male",87,2016,0
"Epidalea calamita","BC091041","Laguna","Male",83,2016,0
"Epidalea calamita","BC091042","Laguna","Male",90,2016,0
"Epidalea calamita","BC091043","Laguna","Male",80,2016,0
"Epidalea calamita","BC091043","Laguna","Male",78,2017,1
"Epidalea calamita","BC091043","Laguna","Male",85,2020,4
"Epidalea calamita","BC091044","Laguna","Male",75,2016,0
"Epidalea calamita","BC091045","Laguna","Male",80,2016,0
"Epidalea calamita","BC091046","Laguna","Male",74,2016,0
"Epidalea calamita","BC091047","Laguna","Female",73,2016,0
"Epidalea calamita","BC091048","Laguna","Male",79,2016,0
"Epidalea calamita","BC091049","Laguna","Male",88,2016,0
"Epidalea calamita","BC091050","Laguna","Female",82,2016,0
"Epidalea calamita","BC091051","Laguna","Male",82,2016,0
"Epidalea calamita","BC091052","Laguna","Male",83,2016,0
"Epidalea calamita","BC091053","Laguna","Male",75,2016,0
"Epidalea calamita","BC091054","Laguna","Female",79,2016,0
"Epidalea calamita","BC091055","Laguna","Female",80,2016,0
"Epidalea calamita","BC091056","Laguna","Male",82,2016,0
"Epidalea calamita","BC091057","Laguna","Female",80,2016,0
"Epidalea calamita","BC091058","Laguna","Female",79,2016,0
"Epidalea calamita","BC091059","Laguna","Female",82,2016,0
"Epidalea calamita","BC091060","Laguna","Male",84,2016,0
"Epidalea calamita","BC091061","Laguna","Male",73,2016,0
"Epidalea calamita","BC091062","Laguna","Male",82,2016,0
"Epidalea calamita","BC091063","Laguna","Male",80,2016,0
"Pelobates cultripes","PC090803","Laguna","Male",79,2016,0
"Pelobates cultripes","PC090804","Laguna","Female",85,2016,0
"Pelobates cultripes","PC090805","Laguna","Male",98,2016,0
"Pelobates cultripes","PC090806","Laguna","Male",89,2016,0
"Pelobates cultripes","PC090807","Laguna","Male",77,2016,0
"Pelobates cultripes","PC090808","Laguna","Male",92,2016,0
"Pelobates cultripes","PC090808","Laguna","Male",95,2017,1
"Pelobates cultripes","PC090808","Laguna","Male",98.5,2019,3
"Pelobates cultripes","PC090808","Laguna","Male",98.5,2020,4
"Pelobates cultripes","PC090809","Laguna","Male",83,2016,0
"Pelobates cultripes","PC090810","Laguna","Male",88,2016,0
"Pelobates cultripes","PC090810","Laguna","Male",95,2019,3
"Pelobates cultripes","PC090810","Laguna","Male",97.5,2020,4
"Pelobates cultripes","PC090811","Laguna","Male",80,2016,0
"Pelobates cultripes","PC090812","Laguna","Male",82.5,2016,0
"Pelobates cultripes","PC090813","Laguna","Male",90,2016,0
"Hyla molleri","HY090572","Laguna","Female",56,2016,0
"Hyla molleri","HY090573","Laguna","Male",43.5,2016,0
"Hyla molleri","HY090574","Laguna","Female",42,2016,0
"Hyla molleri","HY090575","Laguna","Male",41.5,2016,0
"Hyla molleri","HY090576","Laguna","Male",40,2016,0
"Pleurodeles waltl","PW090234","Laguna","Female",122,2016,0
"Pleurodeles waltl","PW090289","Laguna","Male",123,2016,3
"Pleurodeles waltl","PW090289","Laguna","Male",115,2022,9
"Pleurodeles waltl","PW090289","Laguna","Male",115,2023,10
"Pleurodeles waltl","PW090296","Laguna","Female",114,2016,3
"Pleurodeles waltl","PW090296","Laguna","Female",109,2018,5
"Pleurodeles waltl","PW090296","Laguna","Female",115,2023,10
"Pleurodeles waltl","PW090502","Laguna","Male",112,2016,3
"Pleurodeles waltl","PW090844","Laguna","Female",97,2016,0
"Pleurodeles waltl","PW090902","Laguna","Female",120,2016,0
"Pleurodeles waltl","PW090923","Laguna","Male",111,2016,0
"Pleurodeles waltl","PW090923","Laguna","Male",106,2021,5
"Pelobates cultripes","PC090779","Laguna","Male",79,2016,0
"Pelobates cultripes","PC090779","Laguna","Male",82,2018,2
"Pleurodeles waltl","PW091083","Laguna","Female",115,2016,0
"Pleurodeles waltl","PW091083","Laguna","Female",110,2021,5
"Pleurodeles waltl","PW091084","Laguna","Female",123,2016,0
"Pleurodeles waltl","PW091085","Laguna","Male",113,2016,0
"Pleurodeles waltl","PW091086","Laguna","Female",115,2016,0
"Pleurodeles waltl","PW091086","Laguna","Female",110,2021,5
"Pleurodeles waltl","PW091087","Laguna","Female",107,2016,0
"Pleurodeles waltl","PW091088","Laguna","Male",105,2016,0
"Pleurodeles waltl","PW091089","Laguna","Male",108,2016,0
"Epidalea calamita","BC091066","Gravera","Male",89,2016,0
"Alytes cisternasii","AC09128","Gravera","Male",43,2016,0
"Alytes cisternasii","AC09129","Gravera","Male",42,2016,0
"Alytes cisternasii","AC09129","Gravera","Male",38.48,2018,2
"Alytes cisternasii","AC09130","Gravera","Unknown",41,2016,0
"Alytes cisternasii","AC09130","Gravera","Unknown",36.2,2018,2
"Alytes cisternasii","AC09130","Gravera","Unknown",44.5,2022,6
"Alytes cisternasii","AC09130","Gravera","Unknown",45,2023,7
"Alytes cisternasii","AC09130","Gravera","Unknown",45,2024,8
"Hyla molleri","HY090578","Gravera","Female",54,2016,0
"Hyla molleri","HY090579","Gravera","Male",44,2016,0
