"Species","ID","Pop","Sex","SVL_mm","Date","N_capture","year","month","years_from_mark"
"Pleurodeles waltl","PW090878","Laguna","Male",NA,2022-12-20,"Recapture 6",2022,12,6
"Pleurodeles waltl","PW091700","Laguna","Male",NA,2022-12-20,"Recapture 3",2022,12,3
"Pleurodeles waltl","PW090517","Laguna","Male",NA,2022-12-20,"Recapture 9",2022,12,6
"Pleurodeles waltl","PW091865","Laguna","Male",NA,2022-12-20,"Recapture 4",2022,12,2
"Pleurodeles waltl","PW090379","Laguna","Male",NA,2022-12-20,"Recapture 5",2022,12,1
"Pleurodeles waltl","PW091954","Laguna","Male",NA,2022-12-20,"Recapture 1",2022,12,1
"Pleurodeles waltl","PW_unknown1","Laguna","Female",NA,2022-12-20,"Recapture 6",2022,12,4
"Pleurodeles waltl","PW092167","Laguna","Male",100,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092168","Laguna","Male",80,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092169","Laguna","Male",100,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092170","Laguna","Male",90,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092171","Laguna","Male",90,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092172","Laguna","Male",95,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092173","Laguna","Female",105,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092174","Laguna","Female",115,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092175","Laguna","Male",95,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092176","Laguna","Female",90,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092177","Laguna","Female",95,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092178","Laguna","Male",105,2022-12-20,"Mark",2022,12,0
"Pleurodeles waltl","PW092179","Laguna","Male",85,2022-12-20,"Mark",2022,12,0
"Triturus marmoratus","TM09598","Laguna","Female",72,2022-12-20,"Recapture 1",2022,12,0
"Triturus marmoratus","TM09304","Laguna","Male",70,2022-12-20,"Recapture 7",2022,12,3
"Triturus marmoratus","TM09340","Laguna","Male",72,2022-12-20,"Recapture 4",2022,12,2
"Triturus marmoratus","TM09354","Laguna","Male",65,2022-12-20,"Recapture 2",2022,12,1
"Triturus marmoratus","TM09301","Laguna","Male",75,2022-12-20,"Recapture 4",2022,12,3
"Triturus marmoratus","TM09600","Laguna","Female",70,2022-12-20,"Mark",2022,12,0
"Triturus marmoratus","TM09601","Laguna","Male",65,2022-12-20,"Mark",2022,12,0
"Triturus marmoratus","TM09602","Laguna","Male",60,2022-12-20,"Mark",2022,12,0
"Triturus marmoratus","TM09603","Laguna","Male",65,2022-12-20,"Mark",2022,12,0
"Triturus marmoratus","TM09604","Laguna","Male",65,2022-12-20,"Mark",2022,12,0
"Epidalea calamita","BC091802","Laguna","Male",89,2022-12-20,"Recapture 9",2022,12,1
"Epidalea calamita","BC092095","Laguna","Male",82,2022-12-20,"Recapture 1",2022,12,0
"Epidalea calamita","BC092309","Laguna","Male",80,2022-12-20,"Mark",2022,12,0
"Epidalea calamita","BC092310","Laguna","Male",84,2022-12-20,"Mark",2022,12,0
"Epidalea calamita","BC091650","Laguna","Male",75,2022-12-20,"Recapture 13",2022,12,2
"Epidalea calamita","BC092118","Laguna","Male",83,2022-12-20,"Recapture 5",2022,12,0
"Epidalea calamita","BC092311","Laguna","Male",86,2022-12-20,"Mark",2022,12,0
"Epidalea calamita","BC092312","Laguna","Female",79,2022-12-20,"Mark",2022,12,0
"Pelophylax perezi","RP091322","Laguna","Female",87,2022-12-20,"Mark",2022,12,0
"Bufo spinosus","BSFV57","Fuente_del_Valle","Male",101,2023-01-09,"",2023,1,3
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",100,2023-01-09,"",2023,1,3
"Bufo spinosus","BSFV322","Fuente_del_Valle","Male",94,2023-01-09,"",2023,1,1
"Bufo spinosus","BSFV336","Fuente_del_Valle","Male",91,2023-01-09,"",2023,1,0
"Bufo spinosus","BSFV337","Fuente_del_Valle","Male",103,2023-01-09,"",2023,1,0
"Bufo spinosus","BSFV338","Fuente_del_Valle","Male",80,2023-01-09,"",2023,1,0
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",100,2023-01-11,"",2023,1,3
"Bufo spinosus","BSFV339","Fuente_del_Valle","Male",98,2023-01-11,"",2023,1,0
"Discoglossus galganoi","Dgoes22","Parque_Oeste","Male",56,2023-02-13,"",2023,2,1
"Discoglossus galganoi","Dgoes28","Parque_Oeste","Male",61,2023-02-13,"",2023,2,1
"Discoglossus galganoi","Dgoes14","Parque_Oeste","Male",65,2023-02-13,"",2023,2,1
"Discoglossus galganoi","Dgoes35","Parque_Oeste","Male",60,2023-02-13,"",2023,2,0
"Discoglossus galganoi","Dgoes36","Parque_Oeste","Male",65,2023-02-13,"",2023,2,0
"Discoglossus galganoi","Dgoes37","Parque_Oeste","Male",67,2023-02-13,"",2023,2,0
"Discoglossus galganoi","Dgoes38","Parque_Oeste","Female",58,2023-02-13,"",2023,2,0
"Discoglossus galganoi","Dgoes39","Parque_Oeste","Female",61,2023-02-13,"",2023,2,0
"Discoglossus galganoi","Dgoes40","Parque_Oeste","Unknown",44,2023-02-13,"",2023,2,0
"Discoglossus galganoi","Dgoes37","Parque_Oeste","Male",66,2023-02-20,"",2023,2,0
"Discoglossus galganoi","Dgoes22","Parque_Oeste","Male",62,2023-02-20,"",2023,2,1
"Discoglossus galganoi","Dgoes28","Parque_Oeste","Male",61,2023-02-20,"",2023,2,1
"Discoglossus galganoi","Dgoes14","Parque_Oeste","Male",66,2023-02-20,"",2023,2,1
"Discoglossus galganoi","Dgoes41","Parque_Oeste","Female",55,2023-02-20,"",2023,2,0
"Discoglossus galganoi","Dgoes42","Parque_Oeste","Male",52,2023-02-20,"",2023,2,0
"Discoglossus galganoi","Dgoes40","Parque_Oeste","Male",45,2023-02-20,"",2023,2,0
"Discoglossus galganoi","Dgoes43","Parque_Oeste","Male",55,2023-02-20,"",2023,2,0
"Discoglossus galganoi","Dgoes44","Parque_Oeste","Male",59,2023-02-20,"",2023,2,0
"Discoglossus galganoi","Dgoes45","Parque_Oeste","Male",52,2023-02-20,"",2023,2,0
"Discoglossus galganoi","Dgoes46","Parque_Oeste","Male",45,2023-02-20,"",2023,2,0
"Discoglossus galganoi","Dgoes47","Parque_Oeste","Unknown",35,2023-02-20,"",2023,2,0
"Pleurodeles waltl","PW091794","Gravera","Female",100,2023-02-21,"Recapture 3",2023,2,3
"Pleurodeles waltl","PW091635","Gravera","Male",95,2023-02-21,"Recapture 3",2023,2,3
"Pleurodeles waltl","PW091863","Gravera","Female",85,2023-02-21,"Recapture 1",2023,2,0
"Pleurodeles waltl","PW092183","Gravera","Female",98,2023-02-21,"Mark",2023,2,0
"Pleurodeles waltl","PW092184","Gravera","Male",77,2023-02-21,"Mark",2023,2,0
"Pleurodeles waltl","PW092185","Gravera","Female",85,2023-02-21,"Mark",2023,2,0
"Pleurodeles waltl","PW092186","Gravera","Male",75,2023-02-21,"Mark",2023,2,0
"Triturus marmoratus","TM09581","Gravera","Male",66,2023-02-21,"Recapture 1",2023,2,1
"Triturus marmoratus","TM09439","Gravera","Male",70,2023-02-21,"Recapture 4",2023,2,3
"Triturus marmoratus","TM09609","Gravera","Male",65,2023-02-21,"Mark",2023,2,0
"Triturus marmoratus","TM09610","Gravera","Male",68,2023-02-21,"Mark",2023,2,0
"Discoglossus galganoi","DG067","Albala","Male",75,2023-02-21,"Recapture 2",2023,2,2
"Bufo spinosus","BB09467","Bustarviejo","Male",100,2023-02-21,"Recapture 4",2023,2,2
"Bufo spinosus","BB09572","Bustarviejo","Male",97,2023-02-21,"Recapture 2",2023,2,1
"Bufo spinosus","BB09147","Bustarviejo","Male",108,2023-02-21,"Recapture 9",2023,2,3
"Bufo spinosus","BB09580","Bustarviejo","Male",103,2023-02-21,"Recapture 1",2023,2,1
"Bufo spinosus","BB09382","Bustarviejo","Male",92,2023-02-21,"Recapture 5",2023,2,3
"Bufo spinosus","BB09347","Bustarviejo","Male",103,2023-02-21,"Recapture 6",2023,2,3
"Bufo spinosus","BB09319","Bustarviejo","Male",99,2023-02-21,"Recapture 5",2023,2,3
"Bufo spinosus","BB09085","Bustarviejo","Male",106,2023-02-21,"Recapture 14",2023,2,3
"Bufo spinosus","BB09321","Bustarviejo","Male",103,2023-02-21,"Recapture 7",2023,2,3
"Bufo spinosus","BB09112","Bustarviejo","Male",109,2023-02-21,"Recapture 14",2023,2,3
"Bufo spinosus","BB09218","Bustarviejo","Male",104,2023-02-21,"Recapture 8",2023,2,3
"Bufo spinosus","BB09533","Bustarviejo","Male",108,2023-02-21,"Recapture 1",2023,2,2
"Bufo spinosus","BB09324","Bustarviejo","Male",105,2023-02-21,"Recapture 9",2023,2,3
"Bufo spinosus","BB09659","Bustarviejo","Male",105,2023-02-21,"Mark",2023,2,0
"Bufo spinosus","BB09660","Bustarviejo","Male",103,2023-02-21,"Mark",2023,2,0
"Bufo spinosus","BB09173","Bustarviejo","Male",109,2023-02-21,"Recapture 14",2023,2,3
"Bufo spinosus","BB09089","Bustarviejo","Male",96,2023-02-21,"Recapture 10",2023,2,3
"Bufo spinosus","BB09303","Bustarviejo","Male",104,2023-02-21,"Recapture 4",2023,2,3
"Bufo spinosus","BB09135","Bustarviejo","Male",104,2023-02-21,"Recapture 14",2023,2,3
"Bufo spinosus","BB09136","Bustarviejo","Male",111,2023-02-21,"Recapture 13",2023,2,3
"Bufo spinosus","BB09563","Bustarviejo","Male",94,2023-02-21,"Recapture 3",2023,2,1
"Bufo spinosus","BB09134","Bustarviejo","Male",106,2023-02-21,"Recapture 11",2023,2,3
"Bufo spinosus","BB09182","Bustarviejo","Male",102,2023-02-21,"Recapture 8",2023,2,3
"Bufo spinosus","BB09084","Bustarviejo","Male",105,2023-02-21,"Recapture 14",2023,2,3
"Bufo spinosus","BB09318","Bustarviejo","Male",106,2023-02-21,"Recapture 8",2023,2,3
"Bufo spinosus","BB09576","Bustarviejo","Male",105,2023-02-21,"Recapture 2",2023,2,1
"Bufo spinosus","BB09092","Bustarviejo","Male",109,2023-02-21,"Recapture 8",2023,2,3
"Bufo spinosus","BB09224","Bustarviejo","Male",105,2023-02-21,"Recapture 9",2023,2,3
"Bufo spinosus","BB09661","Bustarviejo","Male",95,2023-02-21,"Mark",2023,2,0
"Bufo spinosus","BB09087","Bustarviejo","Male",100,2023-02-21,"Recapture 10",2023,2,3
"Bufo spinosus","BB09662","Bustarviejo","Male",103,2023-02-21,"Mark",2023,2,0
"Bufo spinosus","BB09486","Bustarviejo","Male",96,2023-02-21,"Recapture 6",2023,2,2
"Bufo spinosus","BB09619","Albala","Male",97,2023-02-21,"Recapture 1",2023,2,1
"Bufo spinosus","BB09200","Albala","Male",101,2023-02-21,"Recapture 10",2023,2,3
"Bufo spinosus","BB09598","Albala","Male",100,2023-02-21,"Recapture 2",2023,2,1
"Bufo spinosus","BB09663","Albala","Male",93,2023-02-21,"Mark",2023,2,0
"Bufo spinosus","BB09595","Albala","Male",103,2023-02-21,"Recapture 2",2023,2,1
"Epidalea calamita","BC092313","Gravera","Female",96,2023-02-21,"Mark",2023,2,0
"Alytes cisternasii","AC09124","Gravera","Unknown",47,2023-02-21,"Recapture 6",2023,2,5
"Alytes cisternasii","AC09153","Gravera","Unknown",45,2023-02-21,"Recapture 20",2023,2,5
"Alytes cisternasii","AC09174","Gravera","Female",49,2023-02-21,"Recapture 1",2023,2,5
"Alytes cisternasii","AC09130","Gravera","Unknown",44,2023-02-21,"Recapture 16",2023,2,7
"Pelobates cultripes","PC091292","Gravera","Female",100,2023-02-21,"Mark",2023,2,0
"Pelobates cultripes","PC090952","Gravera","Male",94,2023-02-21,"Recapture 4",2023,2,2
"Pelobates cultripes","PC090438","Gravera","Male",98,2023-02-21,"Recapture 8",2023,2,10
"Pelobates cultripes","PC091293","Gravera","Male",79,2023-02-21,"Mark",2023,2,0
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",96,2023-02-21,"",2023,2,3
"Bufo spinosus","BSFV283","Fuente_del_Valle","Male",94,2023-02-21,"",2023,2,1
"Bufo spinosus","BSFV340","Fuente_del_Valle","Male",104,2023-02-21,"",2023,2,0
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",98,2023-02-23,"",2023,2,3
"Discoglossus galganoi","Dgoes35","Parque_Oeste","Male",62,2023-03-02,"",2023,3,0
"Discoglossus galganoi","Dgoes38","Parque_Oeste","Female",59,2023-03-02,"",2023,3,0
"Discoglossus galganoi","Dgoes14","Parque_Oeste","Male",65,2023-03-02,"",2023,3,1
"Discoglossus galganoi","Dgoes22","Parque_Oeste","Male",61,2023-03-02,"",2023,3,1
"Discoglossus galganoi","DG084","Albala","Male",58,2023-03-06,"Mark",2023,3,0
"Discoglossus galganoi","DG085","Albala","Female",53,2023-03-06,"Mark",2023,3,0
"Discoglossus galganoi","DG086","Albala","Female",72,2023-03-06,"Mark",2023,3,0
"Bufo spinosus","BB09068","Bustarviejo","Male",113,2023-03-06,"Recapture 13",2023,3,3
"Bufo spinosus","BB09128","Bustarviejo","Male",NA,2023-03-06,"Recapture 11",2023,3,3
"Bufo spinosus","BB09214","Bustarviejo","Female",NA,2023-03-06,"Recapture 3",2023,3,3
"Bufo spinosus","BB09543","Bustarviejo","Male",97,2023-03-06,"Recapture 3",2023,3,1
"Bufo spinosus","BB09147","Bustarviejo","Male",105,2023-03-06,"Recapture 10",2023,3,3
"Bufo spinosus","BB09218","Bustarviejo","Male",105,2023-03-06,"Recapture 9",2023,3,3
"Bufo spinosus","BB09546","Bustarviejo","Male",98,2023-03-06,"Recapture 4",2023,3,1
"Bufo spinosus","BB09467","Bustarviejo","Male",98,2023-03-06,"Recapture 5",2023,3,2
"Bufo spinosus","BB09664","Bustarviejo","Male",103,2023-03-06,"Mark",2023,3,0
"Bufo spinosus","BB09484","Bustarviejo","Male",93,2023-03-06,"Recapture 8",2023,3,2
"Bufo spinosus","BB09531","Bustarviejo","Male",102,2023-03-06,"Recapture 3",2023,3,2
"Bufo spinosus","BB09365","Bustarviejo","Male",104,2023-03-06,"Recapture 8",2023,3,3
"Bufo spinosus","BB09665","Bustarviejo","Male",100,2023-03-06,"Mark",2023,3,0
"Bufo spinosus","BB09278","Bustarviejo","Male",103,2023-03-06,"Recapture 5",2023,3,3
"Bufo spinosus","BB09321","Bustarviejo","Male",100,2023-03-06,"Recapture 8",2023,3,3
"Bufo spinosus","BB09463","Bustarviejo","Male",102,2023-03-06,"Recapture 4",2023,3,2
"Bufo spinosus","BB09177","Bustarviejo","Male",98,2023-03-06,"Recapture 8",2023,3,3
"Bufo spinosus","BB09604","Bustarviejo","Male",98,2023-03-06,"Recapture 1",2023,3,1
"Bufo spinosus","BB09313","Bustarviejo","Male",109,2023-03-06,"Recapture 6",2023,3,3
"Bufo spinosus","BB09301","Bustarviejo","Male",104,2023-03-06,"Recapture 7",2023,3,3
"Bufo spinosus","BB09319","Bustarviejo","Male",100,2023-03-06,"Recapture 6",2023,3,3
"Bufo spinosus","BB09345","Bustarviejo","Male",97,2023-03-06,"Recapture 8",2023,3,3
"Bufo spinosus","BB09140","Bustarviejo","Male",98,2023-03-06,"Recapture 7",2023,3,3
"Bufo spinosus","BB09343","Bustarviejo","Male",101,2023-03-06,"Recapture 10",2023,3,3
"Bufo spinosus","BB09311","Bustarviejo","Male",107,2023-03-06,"Recapture 8",2023,3,3
"Bufo spinosus","BB09568","Bustarviejo","Female",109,2023-03-06,"Recapture 1",2023,3,1
"Bufo spinosus","BB09131","Bustarviejo","Male",108,2023-03-06,"Recapture 13",2023,3,3
"Bufo spinosus","BB09234","Bustarviejo","Male",96,2023-03-06,"Recapture 6",2023,3,3
"Bufo spinosus","BB09176","Bustarviejo","Male",100,2023-03-06,"Recapture 11",2023,3,3
"Bufo spinosus","BB09547","Bustarviejo","Male",94,2023-03-06,"Recapture 5",2023,3,1
"Bufo spinosus","BB09307","Bustarviejo","Male",103,2023-03-06,"Recapture 6",2023,3,3
"Bufo spinosus","BB09182","Bustarviejo","Male",102,2023-03-06,"Recapture 9",2023,3,3
"Bufo spinosus","BB09344","Bustarviejo","Male",104,2023-03-06,"Recapture 9",2023,3,3
"Bufo spinosus","BB09175","Bustarviejo","Male",99,2023-03-06,"Recapture 17",2023,3,3
"Bufo spinosus","BB09306","Bustarviejo","Male",101,2023-03-06,"Recapture 7",2023,3,3
"Bufo spinosus","BB09666","Bustarviejo","Male",97,2023-03-06,"Mark",2023,3,0
"Bufo spinosus","BB09486","Bustarviejo","Male",96,2023-03-06,"Recapture 7",2023,3,2
"Bufo spinosus","BB09400","Bustarviejo","Male",101,2023-03-06,"Recapture 1",2023,3,2
"Bufo spinosus","BB09303","Bustarviejo","Male",105,2023-03-06,"Recapture 5",2023,3,3
"Bufo spinosus","BB09325","Bustarviejo","Male",100,2023-03-06,"Recapture 7",2023,3,3
"Bufo spinosus","BB09399","Bustarviejo","Male",100,2023-03-06,"Recapture 9",2023,3,2
"Bufo spinosus","BB09533","Bustarviejo","Male",110,2023-03-06,"Recapture 2",2023,3,2
"Bufo spinosus","BB09178","Bustarviejo","Male",111,2023-03-06,"Recapture 9",2023,3,3
"Bufo spinosus","BB09384","Bustarviejo","Male",105,2023-03-06,"Recapture 4",2023,3,3
"Bufo spinosus","BB09565","Bustarviejo","Male",99,2023-03-06,"Recapture 2",2023,3,1
"Bufo spinosus","BB09135","Bustarviejo","Male",106,2023-03-06,"Recapture 15",2023,3,3
"Bufo spinosus","BB09136","Bustarviejo","Male",112,2023-03-06,"Recapture 14",2023,3,3
"Bufo spinosus","BB09295","Bustarviejo","Male",105,2023-03-06,"Recapture 6",2023,3,3
"Bufo spinosus","BB09541","Bustarviejo","Male",101,2023-03-06,"Recapture 4",2023,3,1
"Bufo spinosus","BB09667","Bustarviejo","Male",100,2023-03-06,"Mark",2023,3,0
"Bufo spinosus","BB09668","Bustarviejo","Male",91,2023-03-06,"Mark",2023,3,0
"Bufo spinosus","BB09468","Bustarviejo","Male",101,2023-03-06,"Recapture 5",2023,3,2
"Bufo spinosus","BB09669","Bustarviejo","Female",115,2023-03-06,"Mark",2023,3,0
"Bufo spinosus","BB09112","Bustarviejo","Male",111,2023-03-06,"Recapture 15",2023,3,3
"Bufo spinosus","BB09407","Bustarviejo","Male",93,2023-03-06,"Recapture 7",2023,3,2
"Bufo spinosus","BB09572","Bustarviejo","Male",97,2023-03-06,"Recapture 3",2023,3,1
"Bufo spinosus","BB09670","Bustarviejo","Male",91,2023-03-06,"Mark",2023,3,0
"Bufo spinosus","BB09060","Bustarviejo","Male",110,2023-03-06,"Recapture 13",2023,3,3
"Bufo spinosus","BB09472","Bustarviejo","Male",107,2023-03-06,"Recapture 6",2023,3,2
"Bufo spinosus","BB09121","Bustarviejo","Male",104,2023-03-06,"Recapture 12",2023,3,3
"Bufo spinosus","BB09322","Bustarviejo","Male",103,2023-03-06,"Recapture 11",2023,3,3
"Bufo spinosus","BB09661","Bustarviejo","Male",96,2023-03-06,"Recapture 1",2023,3,0
"Bufo spinosus","BB09100","Bustarviejo","Male",117,2023-03-06,"Recapture 7",2023,3,3
"Bufo spinosus","BB09092","Bustarviejo","Male",106,2023-03-06,"Recapture 9",2023,3,3
"Bufo spinosus","BB09576","Bustarviejo","Male",101,2023-03-06,"Recapture 3",2023,3,1
"Bufo spinosus","BB09217","Bustarviejo","Male",97,2023-03-06,"Recapture 6",2023,3,3
"Bufo spinosus","BB09097","Bustarviejo","Male",100,2023-03-06,"Recapture 7",2023,3,3
"Bufo spinosus","BB09428","Bustarviejo","Male",98,2023-03-06,"Recapture 5",2023,3,2
"Bufo spinosus","BB09671","Bustarviejo","Male",94,2023-03-06,"Mark",2023,3,0
"Bufo spinosus","BB09170","Bustarviejo","Male",96,2023-03-06,"Recapture 8",2023,3,3
"Bufo spinosus","BB09545","Bustarviejo","Male",96,2023-03-06,"Recapture 3",2023,3,1
"Bufo spinosus","BB09662","Bustarviejo","Male",105,2023-03-06,"Recapture 1",2023,3,0
"Bufo spinosus","BB09286","Bustarviejo","Male",100,2023-03-06,"Recapture 8",2023,3,3
"Bufo spinosus","BB09084","Bustarviejo","Male",104,2023-03-06,"Recapture 15",2023,3,3
"Bufo spinosus","BB09125","Bustarviejo","Male",102,2023-03-06,"Recapture 7",2023,3,3
"Bufo spinosus","BB09063","Bustarviejo","Male",109,2023-03-06,"Recapture 18",2023,3,3
"Bufo spinosus","BB09474","Bustarviejo","Male",93,2023-03-06,"Recapture 3",2023,3,2
"Bufo spinosus","BB09346","Bustarviejo","Male",109,2023-03-06,"Recapture 8",2023,3,3
"Bufo spinosus","BB09087","Bustarviejo","Male",101,2023-03-06,"Recapture 11",2023,3,3
"Bufo spinosus","BB09179","Bustarviejo","Male",112,2023-03-06,"Recapture 10",2023,3,3
"Bufo spinosus","BB09110","Bustarviejo","Male",106,2023-03-06,"Recapture 11",2023,3,3
"Bufo spinosus","BB09172","Bustarviejo","Male",107,2023-03-06,"Recapture 13",2023,3,3
"Bufo spinosus","BB09173","Bustarviejo","Male",109,2023-03-06,"Recapture 15",2023,3,3
"Bufo spinosus","BB09563","Bustarviejo","Male",97,2023-03-06,"Recapture 4",2023,3,1
"Bufo spinosus","BB09540","Bustarviejo","Male",95,2023-03-06,"Recapture 3",2023,3,1
"Bufo spinosus","BB09571","Bustarviejo","Male",96,2023-03-06,"Recapture 2",2023,3,1
"Bufo spinosus","BB09335","Albala","Male",97,2023-03-06,"Recapture 6",2023,3,3
"Bufo spinosus","BB09645","Albala","Male",99,2023-03-06,"Recapture 1",2023,3,1
"Bufo spinosus","BB09336","Albala","Male",102,2023-03-06,"Recapture 7",2023,3,3
"Bufo spinosus","BB09432","Albala","Male",95,2023-03-06,"Recapture 3",2023,3,2
"Bufo spinosus","BB09200","Albala","Male",103,2023-03-06,"Recapture 11",2023,3,3
"Bufo spinosus","BB09149","Albala","Male",104,2023-03-06,"Recapture 5",2023,3,2
"Bufo spinosus","BB09164","Albala","Male",99,2023-03-06,"Recapture 6",2023,3,2
"Bufo spinosus","BB09326","Albala","Male",110,2023-03-06,"Recapture 7",2023,3,3
"Bufo spinosus","BB09201","Albala","Male",94,2023-03-06,"Recapture 6",2023,3,3
"Bufo spinosus","BB09672","Albala","Female",115,2023-03-06,"Mark",2023,3,0
"Alytes obstetricans","AOVTX1","Valtierra","Female",51,2023-03-06,"",2023,3,2
"Bufo spinosus","BSFV283","Fuente_del_Valle","Male",98,2023-03-06,"",2023,3,1
"Bufo spinosus","BSFV47","Fuente_del_Valle","Male",101,2023-03-06,"",2023,3,3
"Bufo spinosus","BSFV277","Fuente_del_Valle","Male",102,2023-03-06,"",2023,3,2
"Bufo spinosus","BSFV341","Fuente_del_Valle","Male",86,2023-03-06,"",2023,3,0
"Bufo spinosus","BSFV66","Fuente_del_Valle","Female",117,2023-03-06,"",2023,3,3
"Pleurodeles waltl","PW092187","Laguna","Female",95,2023-03-07,"Mark",2023,3,0
"Pleurodeles waltl","PW091921","Laguna","Male",96,2023-03-07,"Recapture 1",2023,3,2
"Pleurodeles waltl","PW090296","Laguna","Female",115,2023-03-07,"Recapture 7",2023,3,10
"Pleurodeles waltl","PW091900","Laguna","Male",95,2023-03-07,"Recapture 1",2023,3,3
"Pleurodeles waltl","PW092188","Laguna","Juvenile",87,2023-03-07,"Mark",2023,3,0
"Triturus marmoratus","TM09471","Laguna","Male",71,2023-03-07,"Recapture 2",2023,3,2
"Epidalea calamita","BC091811","Laguna","Male",84,2023-03-07,"Recapture 13",2023,3,2
"Epidalea calamita","BC091655","Laguna","Male",70,2023-03-07,"Recapture 10",2023,3,3
"Epidalea calamita","BC092314","Laguna","Male",85,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC091737","Laguna","Female",86,2023-03-07,"Recapture 3",2023,3,3
"Epidalea calamita","BC092315","Laguna","Male",79,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092316","Laguna","Male",85,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092317","Laguna","Male",81,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092318","Laguna","Male",83,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092319","Laguna","Male",80,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092320","Laguna","Male",84,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092321","Laguna","Male",84,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092322","Laguna","Male",79,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092323","Laguna","Male",88,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092324","Laguna","Male",83,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092325","Laguna","Male",90,2023-03-07,"Mark",2023,3,0
"Epidalea calamita","BC092228","Laguna","Male",81,2023-03-07,"Recapture 1",2023,3,1
"Pelobates cultripes","PC091229","Laguna","Male",84,2023-03-07,"Recapture 2",2023,3,1
"Pelobates cultripes","PC091150","Laguna","Male",83,2023-03-07,"Recapture 1",2023,3,2
"Pelobates cultripes","PC091156","Laguna","Male",92,2023-03-07,"Recapture 4",2023,3,2
"Pelobates cultripes","PC091294","Laguna","Female",84,2023-03-07,"Mark",2023,3,0
"Pelobates cultripes","PC091295","Laguna","Female",82,2023-03-07,"Mark",2023,3,0
"Pelobates cultripes","PC091074","Laguna","Male",90,2023-03-07,"Recapture 6",2023,3,2
"Pelobates cultripes","PC091111","Laguna","Male",85,2023-03-07,"Recapture 3",2023,3,2
"Pelobates cultripes","PC091296","Laguna","Female",88,2023-03-07,"Mark",2023,3,0
"Pelobates cultripes","PC091297","Laguna","Male",77,2023-03-07,"Mark",2023,3,0
"Pelobates cultripes","PC090843","Laguna","Male",92,2023-03-07,"Recapture 17",2023,3,6
"Pelobates cultripes","PC090877","Laguna","Female",95,2023-03-07,"Recapture 4",2023,3,5
"Pelobates cultripes","PC091298","Laguna","Male",75,2023-03-07,"Mark",2023,3,0
"Pelobates cultripes","PC091299","Laguna","Female",91,2023-03-07,"Mark",2023,3,0
"Discoglossus galganoi","Dgoes25","Parque_Oeste","Female",58,2023-03-08,"",2023,3,1
"Discoglossus galganoi","Dgoes48","Parque_Oeste","Unknown",33,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes22","Parque_Oeste","Male",60,2023-03-08,"",2023,3,1
"Discoglossus galganoi","Dgoes35","Parque_Oeste","Male",65,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes14","Parque_Oeste","Male",66,2023-03-08,"",2023,3,1
"Discoglossus galganoi","Dgoes49","Parque_Oeste","Male",57,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes11","Parque_Oeste","Male",62,2023-03-08,"",2023,3,1
"Discoglossus galganoi","Dgoes50","Parque_Oeste","Female",69,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes51","Parque_Oeste","Male",67,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes52","Parque_Oeste","Female",64,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes53","Parque_Oeste","Male",68,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes54","Parque_Oeste","Female",59,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes46","Parque_Oeste","Male",45,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes40","Parque_Oeste","Unknown",40,2023-03-08,"",2023,3,0
"Discoglossus galganoi","Dgoes55","Parque_Oeste","Male",47,2023-03-08,"",2023,3,0
