"Species","ID","Pop","Sex","SVL_mm","Date","N_capture","year","month","years_from_mark"
"Pleurodeles waltl","PW090705","Laguna","Male",122,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090706","Laguna","Male",115,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090707","Laguna","Male",105,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090708","Laguna","Female",125,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090709","Laguna","Male",95,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090710","Laguna","Male",98,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090711","Laguna","Male",120,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090712","Laguna","Male",102,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090713","Laguna","Male",109,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090714","Laguna","Male",97,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090715","Laguna","Male",87,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090716","Laguna","Male",98,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090717","Laguna","Male",109,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090718","Laguna","Male",92,2013-01-16,"Mark",2013,1,0
"Triturus marmoratus","TM09113","Laguna","Male",59,2013-01-16,"Mark",2013,1,0
"Triturus marmoratus","TM09114","Laguna","Female",69,2013-01-16,"Mark",2013,1,0
"Triturus marmoratus","TM09115","Laguna","Male",67,2013-01-16,"Mark",2013,1,0
"Triturus marmoratus","TM09116","Laguna","Male",66,2013-01-16,"Mark",2013,1,0
"Epidalea calamita","BC090398","Laguna","Female",51,2013-01-16,"Mark",2013,1,0
"Epidalea calamita","BC090399","Laguna","Male",64,2013-01-16,"Mark",2013,1,0
"Epidalea calamita","BC090400","Laguna","Male",64,2013-01-16,"Mark",2013,1,0
"Pleurodeles waltl","PW090216","Laguna","Male",113,2013-01-16,"Recapture 4",2013,1,0
"Pleurodeles waltl","PW090229","Laguna","Female",110,2013-01-16,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090241","Laguna","Male",100,2013-01-16,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090264","Laguna","Male",114,2013-01-16,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090301","Laguna","Male",110,2013-01-16,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090324","Laguna","Male",118,2013-01-16,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090340","Laguna","Male",107,2013-01-16,"Recapture 4",2013,1,0
"Pleurodeles waltl","PW090417","Laguna","Male",106,2013-01-16,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090492","Laguna","Male",107,2013-01-16,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090498","Laguna","Male",113,2013-01-16,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090533","Laguna","Male",116,2013-01-16,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090550","Laguna","Male",108,2013-01-16,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090667","Laguna","Male",115,2013-01-16,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090677","Laguna","Male",106,2013-01-16,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090678","Laguna","Male",115,2013-01-16,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090690","Laguna","Male",104,2013-01-16,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090697","Laguna","Male",98,2013-01-16,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090700","Laguna","Male",104,2013-01-16,"Recapture 1",2013,1,0
"Triturus marmoratus","TM09029","Laguna","Male",64,2013-01-16,"Recapture 2",2013,1,0
"Epidalea calamita","BC090055","Laguna","Male",75,2013-01-16,"Recapture 3",2013,1,0
"Epidalea calamita","BC090182","Laguna","Male",66,2013-01-16,"Recapture 2",2013,1,0
"Epidalea calamita","BC090276","Laguna","Female",52,2013-01-16,"Recapture 1",2013,1,0
"Epidalea calamita","BC090322","Laguna","Male",74,2013-01-16,"Recapture 2",2013,1,0
"Epidalea calamita","BC090365","Laguna","Juvenile",58,2013-01-16,"Recapture 2",2013,1,0
"Epidalea calamita","BC090372","Laguna","Male",72,2013-01-16,"Recapture 3",2013,1,0
"Epidalea calamita","BC090392","Laguna","Male",69,2013-01-16,"Recapture 1",2013,1,0
"Epidalea calamita","BC090394","Laguna","Juvenile",48,2013-01-16,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090719","Laguna","Male",100,2013-01-17,"Mark",2013,1,0
"Pleurodeles waltl","PW090720","Laguna","Male",108,2013-01-17,"Mark",2013,1,0
"Pleurodeles waltl","PW090721","Laguna","Male",111,2013-01-17,"Mark",2013,1,0
"Pleurodeles waltl","PW090722","Laguna","Juvenile",78,2013-01-17,"Mark",2013,1,0
"Pleurodeles waltl","PW090723","Laguna","Male",79,2013-01-17,"Mark",2013,1,0
"Pleurodeles waltl","PW090724","Laguna","Male",110,2013-01-17,"Mark",2013,1,0
"Pleurodeles waltl","PW090725","Laguna","Juvenile",54,2013-01-17,"Mark",2013,1,0
"Triturus marmoratus","TM09117","Laguna","Male",72,2013-01-17,"Mark",2013,1,0
"Triturus marmoratus","TM09118","Laguna","Male",59,2013-01-17,"Mark",2013,1,0
"Pleurodeles waltl","PW090136","Laguna","Juvenile",97,2013-01-17,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090320","Laguna","Male",112,2013-01-17,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090337","Laguna","Male",112,2013-01-17,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090340","Laguna","Male",107,2013-01-17,"Recapture 5",2013,1,0
"Pleurodeles waltl","PW090417","Laguna","Male",105,2013-01-17,"Recapture 3",2013,1,0
"Pleurodeles waltl","PW090550","Laguna","Male",118,2013-01-17,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090642","Laguna","Juvenile",74,2013-01-17,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090697","Laguna","Male",100,2013-01-17,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090706","Laguna","Male",113,2013-01-17,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090708","Laguna","Female",120,2013-01-17,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090717","Laguna","Male",107,2013-01-17,"Recapture 1",2013,1,0
"Triturus marmoratus","TM09116","Laguna","Male",67,2013-01-17,"Recapture 1",2013,1,0
"Epidalea calamita","BC090392","Laguna","Male",72,2013-01-17,"Recapture 2",2013,1,0
"Epidalea calamita","BC090394","Laguna","Juvenile",46,2013-01-17,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090726","Laguna","Male",97,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090727","Laguna","Female",106,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090728","Laguna","Male",93,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090729","Laguna","Male",92,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090730","Laguna","Male",98,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090731","Laguna","Juvenile",62,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090732","Laguna","Male",90,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090733","Laguna","Female",113,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090734","Laguna","Female",99,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090735","Laguna","Male",97,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090736","Laguna","Female",96,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090737","Laguna","Female",102,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090738","Laguna","Male",99,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090739","Laguna","Male",91,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090740","Laguna","Female",90,2013-01-18,"Mark",2013,1,0
"Triturus marmoratus","TM09119","Laguna","Female",73,2013-01-18,"Mark",2013,1,0
"Triturus marmoratus","TM09120","Laguna","Female",66,2013-01-18,"Mark",2013,1,0
"Triturus marmoratus","TM09121","Laguna","Female",71,2013-01-18,"Mark",2013,1,0
"Triturus marmoratus","TM09122","Laguna","Male",64,2013-01-18,"Mark",2013,1,0
"Triturus marmoratus","TM09123","Laguna","Male",58,2013-01-18,"Mark",2013,1,0
"Epidalea calamita","BC090401","Laguna","Juvenile",59,2013-01-18,"Mark",2013,1,0
"Epidalea calamita","BC090402","Laguna","Female",81,2013-01-18,"Mark",2013,1,0
"Epidalea calamita","BC090403","Laguna","Male",66,2013-01-18,"Mark",2013,1,0
"Epidalea calamita","BC090404","Laguna","Male",70,2013-01-18,"Mark",2013,1,0
"Epidalea calamita","BC090405","Laguna","Male",64,2013-01-18,"Mark",2013,1,0
"Epidalea calamita","BC090406","Laguna","Male",72,2013-01-18,"Mark",2013,1,0
"Epidalea calamita","BC090407","Laguna","Male",66,2013-01-18,"Mark",2013,1,0
"Epidalea calamita","BC090408","Laguna","Male",80,2013-01-18,"Mark",2013,1,0
"Pelobates cultripes","PC090316","Laguna","Female",82,2013-01-18,"Mark",2013,1,0
"Pelobates cultripes","PC090317","Laguna","Female",83,2013-01-18,"Mark",2013,1,0
"Pelobates cultripes","PC090318","Laguna","Unknown",86,2013-01-18,"Mark",2013,1,0
"Pelobates cultripes","PC090319","Laguna","Male",73,2013-01-18,"Mark",2013,1,0
"Pleurodeles waltl","PW090232","Laguna","Male",104,2013-01-18,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090250","Laguna","Male",97,2013-01-18,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090264","Laguna","Male",100,2013-01-18,"Recapture 3",2013,1,0
"Pleurodeles waltl","PW090290","Laguna","Male",101,2013-01-18,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090315","Laguna","Juvenile",88,2013-01-18,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090328","Laguna","Female",105,2013-01-18,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090336","Laguna","Female",111,2013-01-18,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090354","Laguna","Female",100,2013-01-18,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090417","Laguna","Male",98,2013-01-18,"Recapture 4",2013,1,0
"Pleurodeles waltl","PW090451","Laguna","Male",103,2013-01-18,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090492","Laguna","Male",98,2013-01-18,"Recapture 3",2013,1,0
"Pleurodeles waltl","PW090500","Laguna","Male",100,2013-01-18,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090501","Laguna","Female",119,2013-01-18,"Recapture 2",2013,1,0
"Pleurodeles waltl","PW090533","Laguna","Male",102,2013-01-18,"Recapture 3",2013,1,0
"Pleurodeles waltl","PW090591","Laguna","Male",108,2013-01-18,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090595","Laguna","Male",91,2013-01-18,"Recapture 1",2013,1,0
"Pleurodeles waltl","PW090699","Laguna","Male",110,2013-01-18,"Recapture 1",2013,1,0
"Epidalea calamita","BC090006","Laguna","Male",88,2013-01-18,"Recapture 12",2013,1,0
"Epidalea calamita","BC090062","Laguna","Male",81,2013-01-18,"Recapture 5",2013,1,0
"Epidalea calamita","BC090151","Laguna","Male",78,2013-01-18,"Recapture 2",2013,1,0
"Epidalea calamita","BC090167","Laguna","Female",78,2013-01-18,"Recapture 2",2013,1,0
"Epidalea calamita","BC090263","Laguna","Male",54,2013-01-18,"Recapture 1",2013,1,0
"Epidalea calamita","BC090274","Laguna","Male",63,2013-01-18,"Recapture 2",2013,1,0
"Epidalea calamita","BC090322","Laguna","Male",73,2013-01-18,"Recapture 3",2013,1,0
"Epidalea calamita","BC090327","Laguna","Male",79,2013-01-18,"Recapture 2",2013,1,0
"Epidalea calamita","BC090349","Laguna","Male",65,2013-01-18,"Recapture 2",2013,1,0
"Epidalea calamita","BC090375","Laguna","Male",63,2013-01-18,"Recapture 1",2013,1,0
"Pelobates cultripes","PC090053","Laguna","Male",78,2013-01-18,"Recapture 2",2013,1,0
"Discoglossus galganoi","DJ09031","El_Pardo","Male",57,2013-01-28,"Recapture 1",2013,1,0
"Discoglossus galganoi","DJ09035","El_Pardo","Female",46,2013-01-28,"Recapture 1",2013,1,0
"Discoglossus galganoi","DJ09037","El_Pardo","Female",49,2013-01-28,"Recapture 1",2013,1,0
"Discoglossus galganoi","DJ09040","El_Pardo","Male",52,2013-01-28,"Recapture 2",2013,1,0
"Discoglossus galganoi","DJ09041","El_Pardo","Female",52,2013-01-28,"Recapture 2",2013,1,0
"Discoglossus galganoi","DJ09042","El_Pardo","Female",48,2013-01-28,"Recapture 1",2013,1,0
"Epidalea calamita","BC090409","Laguna","Female",83,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090410","Laguna","Male",72,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090411","Laguna","Male",85.5,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090412","Laguna","Male",73.5,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090413","Laguna","Male",79.5,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090414","Laguna","Male",70,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090415","Laguna","Male",70,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090416","Laguna","Male",83,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090417","Laguna","Male",71.5,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090418","Laguna","Male",78.5,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090419","Laguna","Juvenile",55,2013-03-03,"Mark",2013,3,0
"Epidalea calamita","BC090420","Laguna","Male",76.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090320","Laguna","Female",92,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090321","Laguna","Female",94,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090322","Laguna","Female",91,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090323","Laguna","Female",86,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090324","Laguna","Male",82.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090325","Laguna","Female",89,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090326","Laguna","Female",105.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090327","Laguna","Male",71,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090328","Laguna","Male",86,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090329","Laguna","Male",80,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090330","Laguna","Male",79.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090331","Laguna","Female",86,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090332","Laguna","Female",91,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090333","Laguna","Female",94,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090334","Laguna","Female",93.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090335","Laguna","Female",90,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090336","Laguna","Female",88.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090337","Laguna","Male",71.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090338","Laguna","Male",81.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090339","Laguna","Female",97,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090340","Laguna","Female",90.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090341","Laguna","Female",93,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090342","Laguna","Female",87,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090343","Laguna","Female",78.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090344","Laguna","Male",77,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090345","Laguna","Female",92.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090346","Laguna","Female",92.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090347","Laguna","Female",96.5,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090348","Laguna","Female",79,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090349","Laguna","Female",88,2013-03-03,"Mark",2013,3,0
"Pelobates cultripes","PC090350","Laguna","Male",59,2013-03-03,"Mark",2013,3,0
"Pelophylax perezi","RP090475","Laguna","Female",71.5,2013-03-03,"Mark",2013,3,0
"Bufo spinosus","BB09007","Laguna","Male",111,2013-03-03,"Recapture 2",2013,3,0
"Epidalea calamita","BC090025","Laguna","Male",78.5,2013-03-03,"Recapture 2",2013,3,0
"Epidalea calamita","BC090136","Laguna","Male",75,2013-03-03,"Recapture 1",2013,3,0
"Epidalea calamita","BC090150","Laguna","Male",93,2013-03-03,"Recapture 7",2013,3,0
"Epidalea calamita","BC090151","Laguna","Male",75.5,2013-03-03,"Recapture 3",2013,3,0
"Epidalea calamita","BC090154","Laguna","Female",83.5,2013-03-03,"Recapture 1",2013,3,0
"Epidalea calamita","BC090221","Laguna","Male",80,2013-03-03,"Recapture 2",2013,3,0
"Epidalea calamita","BC090267","Laguna","Male",65,2013-03-03,"Recapture 6",2013,3,0
"Epidalea calamita","BC090270","Laguna","Female",76,2013-03-03,"Recapture 4",2013,3,0
"Epidalea calamita","BC090388","Laguna","Female",56.5,2013-03-03,"Recapture 1",2013,3,0
"Epidalea calamita","BC090394","Laguna","Juvenile",48,2013-03-03,"Recapture 3",2013,3,0
"Pelobates cultripes","PC090001","Laguna","Female",94,2013-03-03,"Recapture 5",2013,3,0
"Pelobates cultripes","PC090013","Laguna","Female",99.5,2013-03-03,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090016","Laguna","Female",84,2013-03-03,"Recapture 3",2013,3,0
"Pelobates cultripes","PC090066","Laguna","Female",87,2013-03-03,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090097","Laguna","Female",91,2013-03-03,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090116","Laguna","Male",88,2013-03-03,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090145","Laguna","Female",104,2013-03-03,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090192","Laguna","Female",97.5,2013-03-03,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090223","Laguna","Male",90,2013-03-03,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090258","Laguna","Male",84.5,2013-03-03,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090286","Laguna","Female",94,2013-03-03,"Recapture 1",2013,3,0
"Epidalea calamita","BC090421","Laguna","Female",79.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090422","Laguna","Male",73.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090423","Laguna","Male",81,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090424","Laguna","Male",77.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090425","Laguna","Male",67,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090426","Laguna","Female",84.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090427","Laguna","Male",69.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090428","Laguna","Female",89.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090429","Laguna","Female",87,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090430","Laguna","Female",85,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090431","Laguna","Male",70,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090432","Laguna","Male",81,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090433","Laguna","Female",77,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090434","Laguna","Male",79,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090435","Laguna","Male",68.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090436","Laguna","Male",69,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090437","Laguna","Male",65,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090438","Laguna","Male",84.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090439","Laguna","Male",71,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090440","Laguna","Male",80.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090441","Laguna","Male",74,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090442","Laguna","Male",66.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090443","Laguna","Male",82,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090444","Laguna","Female",79.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090445","Laguna","Male",68,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090446","Laguna","Male",76,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090447","Laguna","Female",84,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090448","Laguna","Female",77,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090449","Laguna","Male",73,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090450","Laguna","Male",76,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090451","Laguna","Female",91,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090452","Laguna","Female",83.5,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090453","Laguna","Male",74,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090454","Laguna","Male",77,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090455","Laguna","Female",78.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090351","Laguna","Female",92.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090352","Laguna","Male",85.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090353","Laguna","Male",94,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090354","Laguna","Female",98,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090355","Laguna","Female",98.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090356","Laguna","Female",92,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090357","Laguna","Female",89,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090358","Laguna","Male",74.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090359","Laguna","Male",75,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090360","Laguna","Female",80,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090361","Laguna","Female",97,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090362","Laguna","Female",82,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090363","Laguna","Female",91.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090364","Laguna","Male",81,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090365","Laguna","Male",78.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090366","Laguna","Male",87,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090367","Laguna","Male",79,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090368","Laguna","Male",86,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090369","Laguna","Female",92.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090370","Laguna","Male",87.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090371","Laguna","Male",74,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090372","Laguna","Female",100,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090373","Laguna","Female",92,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090374","Laguna","Female",82,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090375","Laguna","Male",68.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090376","Laguna","Male",89,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090377","Laguna","Male",78.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090378","Laguna","Female",83.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090379","Laguna","Female",92,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090380","Laguna","Male",84.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090381","Laguna","Female",89,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090382","Laguna","Male",84,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090383","Laguna","Male",88,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090384","Laguna","Female",86,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090385","Laguna","Male",92,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090386","Laguna","Male",79,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090387","Laguna","Male",83,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090388","Laguna","Female",85.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090389","Laguna","Male",87,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090390","Laguna","Female",100.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090392","Laguna","Male",72,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090393","Laguna","Male",68.5,2013-03-05,"Mark",2013,3,0
"Pelobates cultripes","PC090394","Laguna","Male",77,2013-03-05,"Mark",2013,3,0
"Hyla molleri","HY090328","Laguna","Female",54,2013-03-05,"Mark",2013,3,0
"Hyla molleri","HY090329","Laguna","Female",49,2013-03-05,"Mark",2013,3,0
"Epidalea calamita","BC090008","Laguna","Male",84,2013-03-05,"Recapture 6",2013,3,0
"Epidalea calamita","BC090021","Laguna","Male",79,2013-03-05,"Recapture 7",2013,3,0
"Epidalea calamita","BC090025","Laguna","Male",87,2013-03-05,"Recapture 3",2013,3,0
"Epidalea calamita","BC090026","Laguna","Male",86,2013-03-05,"Recapture 9",2013,3,0
"Epidalea calamita","BC090055","Laguna","Male",75,2013-03-05,"Recapture 4",2013,3,0
"Epidalea calamita","BC090056","Laguna","Male",84,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090064","Laguna","Male",75,2013-03-05,"Recapture 7",2013,3,0
"Epidalea calamita","BC090067","Laguna","Male",91.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090068","Laguna","Male",77.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090069","Laguna","Male",78,2013-03-05,"Recapture 7",2013,3,0
"Epidalea calamita","BC090070","Laguna","Male",81,2013-03-05,"Recapture 7",2013,3,0
"Epidalea calamita","BC090090","Laguna","Male",84.5,2013-03-05,"Recapture 14",2013,3,0
"Epidalea calamita","BC090105","Laguna","Male",95,2013-03-05,"Recapture 9",2013,3,0
"Epidalea calamita","BC090110","Laguna","Male",77.5,2013-03-05,"Recapture 4",2013,3,0
"Epidalea calamita","BC090115","Laguna","Male",79,2013-03-05,"Recapture 5",2013,3,0
"Epidalea calamita","BC090116","Laguna","Male",78,2013-03-05,"Recapture 6",2013,3,0
